ortho_cluster	name_cluster
EOG092E0DOM	Zinc finger, RING-type
EOG092E0DP4	Transmembrane:Helical
EOG092E0DP5	hypothetical protein
EOG092E0DP9	i-AAA protease complex subunit Mgr1
EOG092E0DPL	Histone acetyltransferase
EOG092E0DPS	Similarity:Belongs to the glycosyl hydrolase 17 family.
EOG092E0DPY	ATPase, V1 complex, subunit H
EOG092E0DQ0	Winged helix-turn-helix DNA-binding domain
EOG092E0DQ2	Halotolerance protein HAL1
EOG092E0DQ6	DNA-directed RNA polymerase, RBP11-like dimerisation domain
EOG092E0DQE	Tetrapyrrole methylase
EOG092E0DQV	P-loop containing nucleoside triphosphate hydrolase
EOG092E0DR4	Zinc finger, C2H2
EOG092E0DR7	Recombination protein 107
EOG092E0DRK	Altered inheritance of mitochondria protein 23, mitochondrial
EOG092E0DRU	Oxidoreductase, FAD-binding domain
EOG092E0DRY	Transmembrane:Helical
EOG092E0DS0	Transmembrane:Helical
EOG092E0DS1	Ribosomal RNA-processing protein 7
EOG092E0DSA	Winged helix-turn-helix DNA-binding domain
EOG092E0DSH	RNA polymerase I associated factor, A49-like
EOG092E0DSM	UPF0507 protein YML003W
EOG092E0DSR	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
EOG092E0DSV	Similarity:Contains 1 SH3 domain.
EOG092E0DT4	GTP binding domain
EOG092E0DT5	DNA recombination/repair protein Rad52
EOG092E0DTG	Similarity:Contains FCP1 homology domain.
EOG092E0DTT	Aminoacyl-tRNA synthetase, class II
EOG092E0DU2	DnaJ domain
EOG092E0DU5	Zn(2)-C6 fungal-type DNA-binding domain
EOG092E0DU6	Ubiquitin interacting motif
EOG092E0DU7	Actin family
EOG092E0DU9	Transmembrane:Helical
EOG092E0DUL	DNA polymerase delta subunit POL32
EOG092E0DUP	Glucose-6-phosphate 1-epimerase
EOG092E0DUR	Sulfurtransferase
EOG092E0DUX	Aminoacyl-tRNA synthetase, class II
EOG092E0DV8	BRCT domain
EOG092E0DVD	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0DVM	Cytochrome c1
EOG092E0DW0	Transmembrane:Helical
EOG092E0DW2	Nitrophenylphosphatase-like  domain
EOG092E0DW4	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
EOG092E0DWF	ENTH  domain
EOG092E0DWK	Transmembrane:Helical
EOG092E0DWT	Transmembrane:Helical
EOG092E0DWV	Similarity:Belongs to the eIF-2B alpha/beta/delta subunits family.
EOG092E0DXC	Transmembrane:Helical
EOG092E0DXJ	Active Site:Tele-phosphohistidine intermediate
EOG092E0DXK	Asparaginase/glutaminase
EOG092E0DXY	Inorganic pyrophosphatase
EOG092E0DY4	Spindle pole body component Kre28
EOG092E0DY8	Transmembrane:Helical
EOG092E0DYD	GINS complex
EOG092E0DZ7	Ribose-phosphate pyrophosphokinase, N-terminal domain
EOG092E0DZF	WD40 repeat
EOG092E0DZH	Cwf19-like, C-terminal domain-1
EOG092E0DZM	Alpha/Beta hydrolase fold
EOG092E0DZS	Brix domain
EOG092E0DZV	hypothetical protein
EOG092E0E0C	Gtr1/RagA G protein
EOG092E0E0E	YTH domain
EOG092E0E0L	Transmembrane:Helical
EOG092E0E0S	Protein kinase domain
EOG092E0E0Y	NAD-dependent epimerase/dehydratase, N-terminal domain
EOG092E0E14	Transmembrane:Helical
EOG092E0E18	Zinc finger, CCCH-type
EOG092E0E1A	Methyltransferase-related
EOG092E0E1J	Histidinol phosphate phosphatase, HisJ
EOG092E0E1L	Programmed cell death protein 2, C-terminal
EOG092E0E1V	P-loop containing nucleoside triphosphate hydrolase
EOG092E0E1X	Brix domain
EOG092E0E2D	GRIP
EOG092E0E2G	Transmembrane:Helical
EOG092E0E2H	Proteasome B-type subunit
EOG092E0E2O	hypothetical protein
EOG092E0E3Q	Protein kinase domain
EOG092E0E43	Pre-mRNA-splicing factor Ntr2
EOG092E0E45	Similarity:Contains 1 SET domain.
EOG092E0E47	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0E49	Transmembrane:Helical
EOG092E0E52	Myb domain
EOG092E0E5A	SNF5/SMARCB1/INI1
EOG092E0E5P	Similarity:Belongs to the glycosyl hydrolase 28 family.
EOG092E0E5R	Similarity:Contains 1 lipoyl-binding domain.
EOG092E0E5S	Putative aryl-alcohol dehydrogenase AAD10
EOG092E0E5X	Active Site:Proton donor
EOG092E0E6I	Proline oxidase family
EOG092E0E6M	Transmembrane:Helical
EOG092E0E6N	Transmembrane:Helical
EOG092E0E6Y	Transmembrane:Helical
EOG092E0E7B	Similarity:Contains 1 F-box domain.
EOG092E0E7M	Securin sister-chromatid separation inhibitor
EOG092E0E7P	Transmembrane:Helical
EOG092E0E8D	Similarity:Contains FCP1 homology domain.
EOG092E0E8G	Similarity:Contains t-SNARE coiled-coil homology domain.
EOG092E0E8I	TLDc domain
EOG092E0E8W	Phytanoyl-CoA dioxygenase
EOG092E0E8X	Glycine cleavage T-protein, C-terminal barrel domain
EOG092E0E95	Similarity:Belongs to the OXA1/ALB3/YidC family.
EOG092E0E96	Monopolar spindle protein 2
EOG092E0E99	A1 cistron-splicing factor, AAR2
EOG092E0E9R	Transmembrane:Helical
EOG092E0E9S	S-adenosyl-L-methionine-dependent methyltransferase
EOG092E0E9U	Active Site:Proton donor
EOG092E0EA7	Protein kinase domain
EOG092E0EAC	Zinc finger, RING/FYVE/PHD-type
EOG092E0EAE	DnaJ domain
EOG092E0EAK	Dynamitin
EOG092E0EAM	Adenylyl cyclase-associated protein
EOG092E0EAW	TFG box
EOG092E0EB4	ATP adenylyltransferase
EOG092E0EBB	Cleavage stimulation factor subunit 2, hinge domain
EOG092E0EBE	Dihydroorotase homodimeric type
EOG092E0EBG	Serine/threonine-protein phosphatase
EOG092E0EBW	P-loop containing nucleoside triphosphate hydrolase
EOG092E0EC2	NUDIX hydrolase domain
EOG092E0EC5	Inositol monophosphatase
EOG092E0EC6	Zinc finger, C2H2
EOG092E0EC8	Ribosomal protein L5 domain
EOG092E0ECA	Tryptophan synthase beta subunit-like PLP-dependent enzyme
EOG092E0ECD	Oxidoreductase, FAD-binding domain
EOG092E0ECR	Transmembrane:Helical
EOG092E0ECT	WD40 repeat
EOG092E0ECW	Transmembrane:Helical
EOG092E0ECY	Nicotinate-nucleotide pyrophosphorylase
EOG092E0ED0	25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2
EOG092E0ED3	CBM21 (carbohydrate binding type-21) domain
EOG092E0ED7	Glycoside hydrolase superfamily
EOG092E0EDD	hypothetical protein
EOG092E0EDW	Leucine-rich repeat domain, L domain-like
EOG092E0EDZ	Zip1p
EOG092E0EE0	Activator of mitotic machinery Cdc14 phosphatase activation C-terminal
EOG092E0EE9	Leucine-rich repeat domain, L domain-like
EOG092E0EEE	Oxidoreductase, N-terminal
EOG092E0EEF	Glutathione S-transferase, N-terminal
EOG092E0EEG	Similarity:Contains 1 F-box domain.
EOG092E0EEP	Inositol monophosphatase
EOG092E0EFA	LsmAD domain
EOG092E0EFL	Transmembrane:Helical
EOG092E0EFM	Transmembrane:Helical
EOG092E0EFO	tRNA methyltransferase TRM10-type domain
EOG092E0EFW	Transmembrane:Helical
EOG092E0EG9	Transmembrane:Helical
EOG092E0EGD	Active Site:Proton acceptor
EOG092E0EGI	Restriction of telomere capping protein 4
EOG092E0EGR	TORC1 complex, subunit TCO89
EOG092E0EGS	Tethering factor for nuclear proteasome Cut8/Sts1
EOG092E0EH3	Phosphoadenosine phosphosulphate reductase
EOG092E0EH8	Nucleoporin FG repeat
EOG092E0EHA	Plus-3 domain
EOG092E0EHF	Zinc finger, RING-type
EOG092E0EHS	Sds3-like
EOG092E0EHT	Sirtuin family, catalytic core domain
EOG092E0EHV	Siroheme synthase, central domain
EOG092E0EHW	HotDog domain
EOG092E0EHZ	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0EI3	PIN domain
EOG092E0EI5	DNA-directed RNA polymerase III subunit RPC4
EOG092E0EI8	Ribosomal protein S5 domain 2-type fold
EOG092E0EI9	Kelch-type beta propeller
EOG092E0EIO	Conserved oligomeric Golgi complex subunit 5
EOG092E0EIP	Protein kinase domain
EOG092E0EIT	Structure-specific endonuclease subunit Slx1
EOG092E0EIW	Transmembrane:Helical
EOG092E0EJ2	RNA polymerase II-associated protein 1, N-terminal
EOG092E0EJ5	6-phosphogluconate dehydrogenase, domain 2
EOG092E0EJ8	Sucraseferredoxin-like
EOG092E0EJK	Transmembrane:Helical
EOG092E0EJN	Ketopantoate hydroxymethyltransferase
EOG092E0EJR	Fatty acid hydroxylase
EOG092E0EJS	S-adenosylmethionine decarboxylase
EOG092E0EJV	DnaJ domain
EOG092E0EK4	Transmembrane:Helical
EOG092E0EKB	Brix domain
EOG092E0EKD	Solute carrier family 25 member 38
EOG092E0EKH	Transmembrane:Helical
EOG092E0EKJ	Transmembrane:Helical
EOG092E0EKL	Slz1p
EOG092E0EL8	Chalcone isomerase
EOG092E0EL9	Defective in cullin neddylation protein
EOG092E0ELC	Tetratricopeptide repeat
EOG092E0ELI	Ribosomal protein L15
EOG092E0ELJ	NUDIX hydrolase domain
EOG092E0ELO	Glucosamine/galactosamine-6-phosphate isomerase
EOG092E0ELW	Similarity:Contains 2 ANK repeats.
EOG092E0ELZ	SUN family
EOG092E0EM7	Transmembrane:Helical
EOG092E0EMM	ATP12, ATPase F1F0-assembly protein
EOG092E0EMO	Leucine carboxyl methyltransferase
EOG092E0EMY	Ame1p
EOG092E0EN0	Alpha/Beta hydrolase fold
EOG092E0ENB	Aldolase-type TIM barrel
EOG092E0END	Nucleotide-binding alpha-beta plait domain
EOG092E0ENH	Yap1 redox domain
EOG092E0ENZ	Similarity:Belongs to the ribosomal protein L22P family.
EOG092E0EO9	Purine nucleoside phosphorylase
EOG092E0EOC	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG092E0EOG	Transcription factor Vhr
EOG092E0EOH	Rab-GTPase-TBC domain
EOG092E0EOP	Transmembrane:Helical
EOG092E0EOQ	Transmembrane:Helical
EOG092E0EOX	Calreticulin/calnexin
EOG092E0EP1	Transmembrane:Helical
EOG092E0EP7	Sir1, ORC-binding domain
EOG092E0EPF	Similarity:Contains 1 KH domain.
EOG092E0EPO	Target SNARE coiled-coil homology domain
EOG092E0EPQ	Rho GTPase activation protein
EOG092E0EPY	NAD(P)-binding domain
EOG092E0EQ3	RNA cap guanine-N2 methyltransferase
EOG092E0EQE	Transcription initiation factor TFIIE, beta subunit
EOG092E0EQF	RNA recognition motif domain
EOG092E0EQM	Nucleic acid-binding, OB-fold
EOG092E0EQZ	Acetolactate synthase, small subunit
EOG092E0ERP	S-adenosyl-L-methionine-dependent methyltransferase
EOG092E0ERR	Similarity:Contains 1 F-box domain.
EOG092E0ESJ	Similarity:Contains JmjC domain.
EOG092E0ESV	Protein-tyrosine phosphatase-like
EOG092E0ET0	Transmembrane:Helical
EOG092E0ETE	Transmembrane:Helical
EOG092E0ETJ	Transmembrane:Helical
EOG092E0ETR	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0ETU	Transmembrane:Helical
EOG092E0EU0	Mrp/NBP35 ATP-binding protein
EOG092E0EU2	Autophagy-related protein 3
EOG092E0EU4	UBX domain
EOG092E0EVF	Pyrimidine 5-nucleotidase
EOG092E0EVI	Similarity:Belongs to the cyclin family.
EOG092E0EVO	Eukaryotic rRNA processing
EOG092E0EVQ	Arrestin C-terminal-like domain
EOG092E0EVR	Oxidoreductase, FAD-binding domain
EOG092E0EVX	Transmembrane:Helical
EOG092E0EWA	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
EOG092E0EWO	Exosome complex RNA-binding protein 1/RRP40/RRP4
EOG092E0EX6	Eukaryotic porin/Tom40
EOG092E0EXF	Cell wall protein YJL171C/Tos1
EOG092E0EXH	Citron homology (CNH) domain
EOG092E0EXX	RNA polymerase Rpb7, N-terminal
EOG092E0EXY	Transmembrane:Helical
EOG092E0EY9	Zinc finger, RING-type
EOG092E0EYC	Transmembrane:Helical
EOG092E0EZ2	Transcription initiation factor IID, 18kDa subunit
EOG092E0EZ8	Cbt1p
EOG092E0EZD	UbiE/COQ5 methyltransferase
EOG092E0EZP	Transmembrane:Helical
EOG092E0EZZ	NUDIX hydrolase domain
EOG092E0F04	Protein of unknown function DUF408
EOG092E0F05	Transmembrane:Helical
EOG092E0F0A	Aspartate/ornithine carbamoyltransferase
EOG092E0F0P	Protein kinase domain
EOG092E0F0Q	GIT, Spa2 homology (SHD) domain
EOG092E0F0S	Methyltransferase type 11
EOG092E0F0V	P-loop containing nucleoside triphosphate hydrolase
EOG092E0F1E	Protein MSS18
EOG092E0F1I	Transmembrane:Helical
EOG092E0F1O	Ribosomal protein L1-like
EOG092E0F29	Immunoglobulin E-set
EOG092E0F2D	Rcd1/Caf40
EOG092E0F2F	Isc10p
EOG092E0F2G	hypothetical protein
EOG092E0F2K	Pfs1p
EOG092E0F2M	Elongator complex protein 5
EOG092E0F2N	Spermidine/spermine synthases
EOG092E0F2P	Similarity:Contains MPN (JAB/Mov34) domain.
EOG092E0F2Y	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0F2Z	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0F30	CRIB domain
EOG092E0F39	Cohesin loading factor
EOG092E0F3P	SWIB/MDM2 domain
EOG092E0F3R	Protein kinase domain
EOG092E0F46	Ribosomal protein L47, mitochondrial
EOG092E0F47	Zinc finger, DHHC-type, palmitoyltransferase
EOG092E0F4A	Transmembrane:Helical
EOG092E0F4C	Zinc finger, RING-type
EOG092E0F4J	Ubiquitin interacting motif
EOG092E0F4K	Similarity:Contains CTLH domain.
EOG092E0F4O	Glutaredoxin
EOG092E0F4V	Elongator subunit ELP6
EOG092E0F5B	Centromere protein Scm3/HJURP
EOG092E0F5O	Transmembrane:Helical
EOG092E0F5P	Pyridoxal phosphate-dependent transferase
EOG092E0F5V	Carbon-nitrogen hydrolase
EOG092E0F64	Ribosome biogenesis protein BRX1
EOG092E0F68	Autophagy-related protein 13
EOG092E0F6F	Tetratricopeptide repeat
EOG092E0F6M	Transmembrane:Helical
EOG092E0F6T	CTD kinase subunit gamma CTK3
EOG092E0F6V	Carbon-nitrogen hydrolase
EOG092E0F71	Transmembrane:Helical
EOG092E0F79	Reticulon-like protein
EOG092E0F7A	Dual specificity phosphatase
EOG092E0F7H	Tetratricopeptide-like helical domain
EOG092E0F7U	WD40 repeat
EOG092E0F88	Transmembrane:Helical
EOG092E0F8I	protein phosphatase regulator REG2
EOG092E0F8M	TGS-like domain
EOG092E0F8U	Transmembrane:Helical
EOG092E0F98	Orotidine 5'-phosphate decarboxylase
EOG092E0F99	Transmembrane:Helical
EOG092E0F9G	hypothetical protein
EOG092E0F9H	Glutamine amidotransferase type 2 domain
EOG092E0F9J	cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1
EOG092E0F9Q	GDP/GTP exchange factor Sec2, N-terminal
EOG092E0F9R	Ulp1 protease family, C-terminal catalytic domain
EOG092E0F9S	Transport protein particle (TRAPP) component
EOG092E0F9T	Methyltransferase type 11
EOG092E0FA1	Scramblase
EOG092E0FA8	OTU domain
EOG092E0FB1	KRR1 interacting protein 1
EOG092E0FB3	Similarity:Belongs to the UPP synthase family.
EOG092E0FBB	ATP11
EOG092E0FBF	Mediator of RNA polymerase II transcription subunit 3
EOG092E0FBP	Increased recombination centers protein 6
EOG092E0FBV	Peroxin/Ferlin domain
EOG092E0FBZ	Inositol-pentakisphosphate 2-kinase
EOG092E0FC3	Transmembrane:Helical
EOG092E0FCA	Striatin, N-terminal
EOG092E0FCN	Inorganic pyrophosphatase
EOG092E0FCO	Ribosomal RNA-processing protein 14, N-terminal
EOG092E0FDC	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
EOG092E0FDK	Pyrroline-5-carboxylate reductase
EOG092E0FDM	Ribosomal protein L5 eukaryotic/L18 archaeal
EOG092E0FDS	Transmembrane:Helical
EOG092E0FDX	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0FE7	SUN family
EOG092E0FEQ	Spindle pole body-associated protein Vik1/Cik1, microtubule binding domain
EOG092E0FF4	Similarity:Contains 1 basic helix-loop-helix (bHLH) domain.
EOG092E0FF8	Metallopeptidase, catalytic domain
EOG092E0FFD	Bromodomain
EOG092E0FFF	Ribosomal protein L50, mitochondria
EOG092E0FFI	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0FFP	Armadillo-type fold
EOG092E0FFS	Zinc finger, PHD-type
EOG092E0FGB	RNA recognition motif domain
EOG092E0FGJ	K Homology domain
EOG092E0FGR	Proteasome alpha-subunit, N-terminal domain
EOG092E0FH2	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0FHX	SCA7 domain
EOG092E0FI0	Fin1p
EOG092E0FI4	Nucleosome assembly protein (NAP)
EOG092E0FI5	WD40 repeat
EOG092E0FIB	Transmembrane:Helical
EOG092E0FII	Transmembrane:Helical
EOG092E0FIW	Glutathione S-transferase, C-terminal-like
EOG092E0FIX	ENTH  domain
EOG092E0FJ8	Protein farnesyltransferase subunit beta
EOG092E0FJI	Tetratricopeptide repeat-containing domain
EOG092E0FJL	Zinc finger, CCCH-type
EOG092E0FJM	Transmembrane:Helical
EOG092E0FJX	Protein-tyrosine phosphatase, SIW14-like
EOG092E0FK3	Ribosomal protein S5 domain 2-type fold
EOG092E0FK8	ATPase assembly factor ATP10
EOG092E0FKI	Small heat shock protein HSP20
EOG092E0FKS	Similarity:Contains MPN (JAB/Mov34) domain.
EOG092E0FKT	Transmembrane:Helical
EOG092E0FKU	Similarity:Contains 1 F-box domain.
EOG092E0FLH	Cdc73/Parafibromin
EOG092E0FLL	Autophagy protein 5
EOG092E0FLP	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0FM2	RNA recognition motif domain
EOG092E0FM3	Protein Red1
EOG092E0FM4	Chaperone, endoplasmic reticulum protein-folding, fungi
EOG092E0FM9	Transmembrane:Helical
EOG092E0FMD	Fungal sideroflexin
EOG092E0FMF	Small GTPase superfamily
EOG092E0FMJ	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0FML	Transmembrane:Helical
EOG092E0FMN	Protein of unknown function DUF1712, fungi
EOG092E0FMP	Similarity:Contains 1 F-box domain.
EOG092E0FMU	Transmembrane:Helical
EOG092E0FN6	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092E0FNC	Sbe2/Sbe22
EOG092E0FND	Lysine methyltransferase
EOG092E0FNP	hypothetical protein
EOG092E0FNU	Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092E0FO2	Chorismate mutase, type II
EOG092E0FO9	Similarity:Contains CTLH domain.
EOG092E0FOD	RNase P, subunit Pop3
EOG092E0FON	Protein-lysine N-methyltransferase Efm4
EOG092E0FOU	Similarity:Contains Arf-GAP domain.
EOG092E0FOX	Hexapeptide repeat
EOG092E0FP5	Anaphase-promoting complex subunit 5
EOG092E0FPL	Ribosomal protein L46
EOG092E0FPN	Histone acetyltransferase type B, catalytic subunit
EOG092E0FPS	Exoribonuclease, phosphorolytic domain 1
EOG092E0FQA	Domain of unknown function DUF2431
EOG092E0FQE	CobW/HypB/UreG domain
EOG092E0FQX	hypothetical protein
EOG092E0FRD	Similarity:Contains TLC (TRAM/LAG1/CLN8) domain.
EOG092E0FRG	Ribosomal protein L3
EOG092E0FRH	Homeobox domain
EOG092E0FRQ	Repressor of RNA polymerase III transcription  Maf1
EOG092E0FRS	SKP1/BTB/POZ domain
EOG092E0FRX	DNA/RNA non-specific endonuclease
EOG092E0FRY	Transmembrane:Helical
EOG092E0FS2	Similarity:Belongs to the OXA1/ALB3/YidC family.
EOG092E0FS7	1-acyl-sn-glycerol-3-phosphate acyltransferase
EOG092E0FS8	Cytochrome c/c1 haem-lyase
EOG092E0FSE	Cytochrome c oxidase, subunit II
EOG092E0FSI	Transmembrane:Helical
EOG092E0FTE	Short-chain dehydrogenase/reductase SDR
EOG092E0FTG	UMP-CMP kinase
EOG092E0FTI	Short-chain dehydrogenase/reductase SDR
EOG092E0FTL	Translation initiation factor 2, alpha subunit
EOG092E0FU0	Exosome complex component CSL4
EOG092E0FU7	Transmembrane:Helical
EOG092E0FU8	4Fe-4S ferredoxin-type, iron-sulphur binding domain
EOG092E0FU9	Anaphase-promoting complex, subunit 9
EOG092E0FUA	Histone-fold
EOG092E0FUB	ATPase, V1 complex, subunit D
EOG092E0FUD	Deoxyhypusine hydroxylase
EOG092E0FUF	Transmembrane:Helical
EOG092E0FUG	hypothetical protein
EOG092E0FUI	Double-stranded RNA-binding domain
EOG092E0FUK	Transmembrane:Helical
EOG092E0FUS	WD40 repeat
EOG092E0FUT	Transmembrane:Helical
EOG092E0FV0	Brix domain
EOG092E0FV5	Histidine phosphatase superfamily
EOG092E0FVF	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase
EOG092E0FVW	GTP cyclohydrolase I
EOG092E0FWI	ATP phosphoribosyltransferase HisG
EOG092E0FWP	YEATS
EOG092E0FWS	ClpP/crotonase-like domain
EOG092E0FXA	Protein Hri1
EOG092E0FXQ	Transmembrane:Helical
EOG092E0FXY	Mitochondrial ribosomal protein S25
EOG092E0FY2	WD40 repeat
EOG092E0FY6	TauD/TfdA-like domain
EOG092E0FYA	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal
EOG092E0FYB	Similarity:Contains 1 RGS domain.
EOG092E0FYO	F-actin-capping protein subunit beta
EOG092E0FYT	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
EOG092E0FYW	Short-chain dehydrogenase/reductase SDR
EOG092E0FZ9	Glucosamine/galactosamine-6-phosphate isomerase
EOG092E0FZM	Alpha/beta knot methyltransferases
EOG092E0FZN	Proliferating cell nuclear antigen, PCNA
EOG092E0FZS	Zinc finger, GATA-type
EOG092E0FZV	Mediator complex, subunit Med18, metazoa/fungi
EOG092E0G09	Carbohydrate kinase, FGGY, N-terminal
EOG092E0G0T	Kinetochore protein Nuf2
EOG092E0G0V	Alcohol acetyltransferase
EOG092E0G1J	DnaJ domain
EOG092E0G1W	Origin recognition complex, subunit 6
EOG092E0G24	Metallo-beta-lactamase
EOG092E0G26	ribosome biogenesis protein NSA2
EOG092E0G2G	THUMP domain
EOG092E0G2H	Octanoyltransferase
EOG092E0G2U	Transmembrane:Helical
EOG092E0G2W	Nucleotide-binding alpha-beta plait domain
EOG092E0G32	CDP-alcohol phosphatidyltransferase
EOG092E0G38	Transmembrane:Helical
EOG092E0G3E	Dienelactone hydrolase
EOG092E0G3K	Butirosin biosynthesis, BtrG-like
EOG092E0G3L	Prp18
EOG092E0G3R	Casein kinase II, regulatory subunit
EOG092E0G42	Ribosomal protein L28/L24
EOG092E0G44	Ubiquitin fusion degradation protein UFD1
EOG092E0G4E	Mitochondrial biogenesis regulation protein 1
EOG092E0G4H	Nucleoporin FG repeat
EOG092E0G4I	Transmembrane:Helical
EOG092E0G59	Iml3p
EOG092E0G5A	Proteasome alpha-subunit, N-terminal domain
EOG092E0G5I	VPS9 domain
EOG092E0G5T	AMMECR1
EOG092E0G62	Activator of Hsp90 ATPase, N-terminal
EOG092E0G6C	Transport protein particle (TRAPP) component
EOG092E0G6E	Transmembrane:Helical
EOG092E0G6T	Ribosome maturation protein SBDS, N-terminal
EOG092E0G70	Transmembrane:Helical
EOG092E0G76	Transcription factor Nrm1/Whi5
EOG092E0G7F	Prohibitin
EOG092E0G7O	Required for respiratory growth protein 8, mitochondrial
EOG092E0G7V	Tyrosyl-DNA phosphodiesterase I
EOG092E0G7W	Mto2p-binding domain
EOG092E0G7Y	Pyridoxal 5'-phosphate synthase subunit PdxT/SNO
EOG092E0G84	Transmembrane:Helical
EOG092E0G8F	Similarity:Contains ubiquitin-like domain.
EOG092E0G8R	Transmembrane:Helical
EOG092E0G8S	TatD family
EOG092E0G8U	Transmembrane:Helical
EOG092E0G90	hypothetical protein
EOG092E0G9C	NUDIX hydrolase domain
EOG092E0G9F	Spc7 kinetochore protein domain
EOG092E0GA5	hypothetical protein
EOG092E0GA6	Transmembrane:Helical
EOG092E0GAC	Transmembrane:Helical
EOG092E0GAL	Homing endonuclease
EOG092E0GAR	Conserved oligomeric Golgi complex, subunit 2, N-terminal
EOG092E0GAU	Vacuolar protein sorting-associated protein 29
EOG092E0GB1	Zinc finger, MIZ-type
EOG092E0GB2	Pyridoxal phosphate phosphatase-related
EOG092E0GB8	Pyridoxamine kinase/Phosphomethylpyrimidine kinase
EOG092E0GBA	RNA recognition motif domain
EOG092E0GBE	SGNH hydrolase-type esterase domain
EOG092E0GBI	NAD(P)-binding domain
EOG092E0GBS	Similarity:Contains TLC (TRAM/LAG1/CLN8) domain.
EOG092E0GBU	MoaB/Mog domain
EOG092E0GC1	Ribonuclease H-like domain
EOG092E0GC2	Transmembrane:Helical
EOG092E0GCC	Flocculin type 3 repeat
