ortho_cluster;name_cluster
EOG092C5OPO;Mediator complex, subunit Med31
EOG092C5OQ1;Tubulin binding cofactor A
EOG092C5OQU;Adenylate kinase/UMP-CMP kinase
EOG092C5OR3;H/ACA ribonucleoprotein complex, subunit Gar1
EOG092C5ORZ;Transcription initiation factor TFIID
EOG092C5OTD;Kinase phosphorylation domain
EOG092C5OTL;RNA recognition motif domain
EOG092C5OWR;Protein of unknown function DUF1748, fungi
EOG092C5OY9;Meiotic chromosome segregation protein P8B7.28c
EOG092C5P0B;DASH complex subunit Dam1
EOG092C5P1G;Ribonucleases P/MRP protein subunit Pop8
EOG092C5P2Z;Transmembrane:Helical
EOG092C5P3W;sequence orphan
EOG092C5P5X;Ribosomal RNA-processing protein 14, N-terminal
EOG092C5P6N;P-loop containing nucleoside triphosphate hydrolase
EOG092C5P80;DAD/Ost2
EOG092C5P8U;Eukaryotic translation initiation factor 3 subunit J
EOG092C5P9Y;Ubiquitin
EOG092C5PAI;Ribosomal protein L49/IMG2
EOG092C5PDE;Histone-fold
EOG092C5PFA;Ribosomal protein L31, mitochondrial
EOG092C5PHC;Zinc finger, CHY-type
EOG092C5PM6;Primosome PriB/single-strand DNA-binding
EOG092C5PPT;Deoxyuridine triphosphate nucleotidohydrolase
EOG092C5PQI;Coiled-coil domain-containing protein 124
EOG092C5PR0;PHF5-like
EOG092C5PRN;Ribosomal protein L7Ae/L30e/S12e/Gadd45
EOG092C5PTZ;ATPase, F0 complex, subunit G, mitochondrial
EOG092C5PUX;Cytochrome c oxidase, subunit VIb
EOG092C5PV5;Transmembrane:Helical
EOG092C5PVX;Acyl-CoA N-acyltransferase
EOG092C5PYE;SRP40, C-terminal
EOG092C5Q0M;WW domain-containing protein C11B10.08
EOG092C5Q45;conserved fungal protein
EOG092C5Q4U;Protein of unknown function DUF1674
EOG092C5Q5R;Transmembrane:Helical
EOG092C5Q5V;Ribosomal protein L35
EOG092C5Q62;Transmembrane:Helical
EOG092C5Q6E;RWD domain
EOG092C5Q82;Ribosomal protein S13/S15, N-terminal
EOG092C5Q8G;Transmembrane:Helical
EOG092C5Q9Y;Ribosomal protein L28/L40, mitochondrial
EOG092C5QA0;Transmembrane:Helical
EOG092C5QAF;Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family
EOG092C5QAM;sequence orphan
EOG092C5QBU;Transmembrane:Helical
EOG092C5QE2;Transmembrane:Helical
EOG092C5QE4;Transmembrane:Helical
EOG092C5QFX;sequence orphan
EOG092C5QFZ;ssDNA-binding transcriptional regulator
EOG092C5QGJ;UPF0612 protein C569.01c
EOG092C5QHE;DNA-directed RNA polymerase, RBP11-like dimerisation domain
EOG092C5QHL;Ribonucleotide reductase inhibitor
EOG092C5QI9;Sjoegren syndrome/scleroderma autoantigen 1
EOG092C5QIR;Transmembrane:Helical
EOG092C5QJX;Histone H2A
EOG092C5QK1;Similarity:Belongs to the ribosomal protein S11P family.
EOG092C5QO2;THO complex, subunit 5
EOG092C5QP7;Transmembrane:Helical
EOG092C5QPF;Transmembrane:Helical
EOG092C5QPL;Transmembrane:Helical
EOG092C5QRF;Ribosomal protein/NADH dehydrogenase domain
EOG092C5QRX;Ribosomal protein L37, mitochondrial
EOG092C5QTG;Ribosomal protein L31e
EOG092C5QTI;Complex 1 LYR protein
EOG092C5QTV;Histone H2B
EOG092C5QUH;Transmembrane:Helical
EOG092C5QVZ;Meiotically up-regulated gene 20 protein
EOG092C5QX3;nuclear telomere cap complex subunit Ten1
EOG092C5QXE;sequence orphan
EOG092C5QXN;Transmembrane:Helical
EOG092C5QZH;sequence orphan
EOG092C5R1Q;Ribonucleases P/MRP protein subunit Rpp20
EOG092C5R1S;Protein of unknown function DUF2406
EOG092C5R4G;WD40/YVTN repeat-like-containing domain
EOG092C5R5C;Uncharacterized protein C2D10.19c
EOG092C5R71;Similarity:Contains USP domain.
EOG092C5RBL;Tim10/DDP family zinc finger
EOG092C5RCF;Transmembrane:Helical
EOG092C5RCM;Calponin homology domain
EOG092C5REL;Protein of unknown function DUF3245
EOG092C5RG1;sequence orphan
EOG092C5RHI;Mss4
EOG092C5RHO;Similarity:Belongs to the BolA/IbaG family.
EOG092C5RJ6;Transmembrane:Helical
EOG092C5RJT;Transmembrane:Helical
EOG092C5RKD;NUDIX hydrolase domain
EOG092C5RLW;Transmembrane:Helical
EOG092C5RRD;Spo12
EOG092C5RRL;Mso1, N-terminal domain
EOG092C5RRV;Heat shock protein DnaJ, cysteine-rich domain
EOG092C5RX7;CHCH
EOG092C5S0Z;Chromosome transmission fidelity protein 8
EOG092C5S30;Transmembrane:Helical
EOG092C5S3U;Nucleolar protein 12
EOG092C5S4U;Zinc finger, double-stranded RNA binding
EOG092C5S5F;DASH complex subunit Spc19
EOG092C5S7F;Programmed cell death protein 2, C-terminal
EOG092C5SBP;Transmembrane:Helical
EOG092C5SDV;DnaJ domain
EOG092C5SED;Protein of unknown function DUF947
EOG092C5SFW;Cytochrome c oxidase, subunit Vb
EOG092C5SG0;Transmembrane:Helical
EOG092C5SHW;Essential protein Yae1, N-terminal
EOG092C5SI2;Domain of unknown function DUF1777
EOG092C5SI7;RNA recognition motif domain
EOG092C5SJ6;sequence orphan
EOG092C5SJD;Glutathione-dependent formaldehyde-activating enzyme/centromere protein V
EOG092C5SKC;Transmembrane:Helical
EOG092C5SLR;metallothionein Zym1
EOG092C5SMT;Acyl carrier protein
EOG092C5SN9;Transmembrane:Helical
EOG092C5SNI;Folliculin
EOG092C5SQ9;Ribosomal protein L20, mitochondrial
EOG092C5SQY;Similarity:Contains fork-head DNA-binding domain.
EOG092C5STU;sequence orphan
EOG092C5SUP;Ketopantoate reductase, C-terminal domain
EOG092C5SVV;ATPase, F0 complex, subunit H
EOG092C5SXH;Transmembrane:Helical
EOG092C5T13;Transcription elongation factor 1
EOG092C5T1R;DNA-directed RNA polymerase I complex subunit Ker1
EOG092C5T2V;Ubiquitin-related modifier 1
EOG092C5T4L;cell surface glycoprotein (predicted), DUF1773 family protein 3
EOG092C5T53;sequence orphan
EOG092C5T5H;sequence orphan
EOG092C5T6H;Ribosomal protein L44e
EOG092C5T76;Mediator complex, subunit Med18, metazoa/fungi
EOG092C5T99;Transmembrane:Helical
EOG092C5TAA;Tudor domain
EOG092C5TBB;sequence orphan
EOG092C5TBP;Meiotic chromosome segregation protein C17A2.07c
EOG092C5TJL;Ribosomal protein L39e
EOG092C5TKR;LSM domain
EOG092C5TL7;Apc13p
EOG092C5TLY;Protein kish
EOG092C5TME;Ribosomal protein L30, ferredoxin-like fold domain
EOG092C5TO0;CHCH
EOG092C5TPU;SMN complex, gem-associated protein 7
EOG092C5TTV;Transmembrane:Helical
EOG092C5TUH;Meiotically up-regulated gene 98 protein, mitochondrial
EOG092C5TXC;sequence orphan
EOG092C5TXE;Ribosomal protein S26e
EOG092C5TYD;mitochondrial ribosomal protein subunit L36, MrpL36/YmL36 (product)
EOG092C5TYW;Transmembrane:Helical
EOG092C5TYY;Transcription factor TFIIIC, tau55-related
EOG092C5U43;Transmembrane:Helical
EOG092C5U63;Histone-fold
EOG092C5U6R;ATPase, F0 complex, subunit E, mitochondrial
EOG092C5U76;Uncharacterized protein new13
EOG092C5U90;sequence orphan
EOG092C5U93;Ribosomal protein L26/L24P, eukaryotic/archaeal
EOG092C5UCS;WW domain
EOG092C5UF6;Transcription factor, enhancer of yellow 2
EOG092C5UG7;Zinc finger, C2H2
EOG092C5UGW;Ribosomal protein L53, mitochondrial
EOG092C5UIU;Complex 1 LYR protein
EOG092C5UJ3;Transmembrane:Helical
EOG092C5UM0;sequence orphan
EOG092C5UNW;Ras GTPase-activating protein
EOG092C5UO0;CS domain
EOG092C5UP4;sequence orphan
EOG092C5UQI;Ribosome biogenesis protein Alb1
EOG092C5URQ;sequence orphan
EOG092C5USQ;Ribosomal protein L27/L41, mitochondrial
EOG092C5UU7;Cytochrome c oxidase biogenesis protein Cmc1-like
EOG092C5UUR;Holo-
EOG092C5UW9;Signal recognition particle, SRP9/SRP14 subunit
EOG092C5UWB;conserved fungal protein
EOG092C5UXJ;Ribosomal protein S17/S11
EOG092C5UXM;Transcription factor TFIIIB component B''
EOG092C5UXV;DNA-directed RNA polymerase, subunit C11/M/9
EOG092C5V0H;Plectin/S10, N-terminal
EOG092C5V12;WW domain
EOG092C5V1O;Similarity:Belongs to the ribosomal protein L38e family.
EOG092C5V2C;Meiotically up-regulated gene 143 protein
EOG092C5V3D;Similarity:Contains ubiquitin-like domain.
EOG092C5V3T;Transcriptional coactivator/pterin dehydratase
EOG092C5V63;RNA polymerase subunit RPB10
EOG092C5V9L;Transmembrane:Helical
EOG092C5VC9;Ubiquitin domain
EOG092C5VE7;Transmembrane:Helical
EOG092C5VEX;sequence orphan
EOG092C5VFY;sequence orphan
EOG092C5VJZ;Similarity:Contains ACB (acyl-CoA-binding) domain.
EOG092C5VL3;LSM domain
EOG092C5VLW;Similarity:Contains SWIRM domain.
EOG092C5VM2;Cyclin-dependent kinase, regulatory subunit
EOG092C5VQC;sequence orphan
EOG092C5VRL;DASH complex subunit Dad4
EOG092C5VRQ;Proteinase inhibitor I78
EOG092C5VU1;SAP domain
EOG092C5VWD;Centromere protein X
EOG092C5VXR;Protein of unknown function DUF1764, eukaryotic
EOG092C5VYE;Domain of unknown function DUF1773
EOG092C5VYI;Histone-fold
EOG092C5VYU;Nucleotide-binding alpha-beta plait domain
EOG092C5VZY;sequence orphan
EOG092C5W0L;sequence orphan
EOG092C5W1J;Ino80 complex subunit (predicted)
EOG092C5W2N;Transmembrane:Helical
EOG092C5W4P;Transmembrane:Helical
EOG092C5W51;Transmembrane:Helical
EOG092C5W53;sequence orphan
EOG092C5W8H;Transmembrane:Helical
EOG092C5WAI;TFIIH subunit TTDA/Tfb5
EOG092C5WAN;Ribosomal protein S36, mitochondrial
EOG092C5WB3;Thioredoxin-like fold
EOG092C5WBL;Ribosomal protein S14
EOG092C5WC9;sequence orphan
EOG092C5WCE;meiosis II protein Mes1
EOG092C5WES;Transmembrane:Helical
EOG092C5WG1;RNA polymerase I-specific transcription initiation factor Rrn10
EOG092C5WHL;Transmembrane:Helical
EOG092C5WIU;Cbp4
EOG092C5WJ1;Uncharacterised protein family UPF0390
EOG092C5WJ5;mitochondrial matrix protein, F1F0 ATP synthase assembly factor Fmc1 (predicted)
EOG092C5WJH;U3 snoRNA associated
EOG092C5WK2;Uncharacterized protein PB8E5.10
EOG092C5WKJ;sequence orphan
EOG092C5WKT;Nucleic acid-binding, OB-fold
EOG092C5WME;Histone H4
EOG092C5WMI;Transmembrane:Helical
EOG092C5WQE;H/ACA ribonucleoprotein complex, subunit Nop10
EOG092C5WR4;hypothetical protein
EOG092C5WRA;Small acidic protein-like domain
EOG092C5WS2;ATPase, F1 complex, epsilon  subunit, mitochondrial
EOG092C5WTN;Cytochrome c oxidase biogenesis protein Cmc1-like
EOG092C5WU2;Uncharacterized membrane protein C21C3.06
EOG092C5WVE;Mediator of RNA polymerase II transcription subunit 22
EOG092C5WWB;Cysteine alpha-hairpin motif superfamily
EOG092C5WX3;DNA-directed RNA polymerase III, subunit Rpc31
EOG092C5WX8;RNAse P, Rpr2/Rpp21 subunit
EOG092C5WYB;Cytochrome b-c1 complex, subunit 6
EOG092C5WZE;Zinc finger, DPH-type
EOG092C5X0S;Zinc finger, RING-type
EOG092C5X0X;mitochondrial iron sulfur cluster assembly protein Isd11 (predicted)
EOG092C5X12;sequence orphan
EOG092C5X6R;sequence orphan
EOG092C5X89;hypothetical protein
EOG092C5X8C;Ribosomal protein L12 family
EOG092C5X8G;Anaphase-promoting complex, subunit CDC26
EOG092C5X8P;Ribosomal protein L37ae
EOG092C5X8Y;WIBG family
EOG092C5XAS;Cro/C1-type helix-turn-helix domain
EOG092C5XAZ;SKP1 component, POZ domain
EOG092C5XES;UPF0612 protein C569.003
EOG092C5XGV;Ribosomal protein S21e
EOG092C5XKE;CTAG/Pcc1 family
EOG092C5XKI;sequence orphan
EOG092C5XL4;Transmembrane:Helical
EOG092C5XM9;EF-hand domain
EOG092C5XMO;Pinin/SDK/MemA protein
EOG092C5XNA;Transmembrane:Helical
EOG092C5XPX;Ribosomal protein L37e
EOG092C5XRU;EKC/KEOPS complex subunit Gon7 (predicted)
EOG092C5XSY;Transmembrane:Helical
EOG092C5XUB;Transmembrane:Helical
EOG092C5XWH;meiotic recombination protein Rec27
EOG092C5XWP;Zinc finger, C2H2
EOG092C5XYG;Conidiation-specific protein 6
EOG092C5XZ5;DASH complex subunit Dad3
EOG092C5XZG;Cysteine alpha-hairpin motif superfamily
EOG092C5Y3A;Ribosomal protein S28e
EOG092C5Y4Q;Meiotically up-regulated gene 168 protein
EOG092C5Y4Y;Carbohydrate-binding domain-containing protein C2E1P3.05c
EOG092C5Y6G;Transmembrane:Helical
EOG092C5Y7I;Outer membrane protein, MIM1/TOM13, mitochondrial
EOG092C5Y8N;Protein phosphatase inhibitor
EOG092C5YBC;Ribosomal protein L29e
EOG092C5YDL;Protein of unknown function DUF1754, eukaryotic
EOG092C5YES;Ribosomal protein S27e
EOG092C5YG5;Transmembrane:Helical
EOG092C5YH6;Transmembrane:Helical
EOG092C5YI7;Ribosomal protein
EOG092C5YIB;Meiotically up-regulated gene 108 protein
EOG092C5YJW;Zinc-binding ribosomal protein
EOG092C5YK6;Transmembrane:Helical
EOG092C5YKF;Cgr1-like
EOG092C5YL9;sequence orphan
EOG092C5YM4;RNA polymerase subunit RPABC4/transcription elongation factor Spt4
EOG092C5YND;Small heat shock protein HSP20
EOG092C5YNF;Dpy-30 motif
EOG092C5YNX;DASH complex subunit Hsk3-like
EOG092C5YPL;ribosome assembly protein Rsa3 (predicted)
EOG092C5YQG;Splicing factor 3B subunit 5/RDS3 complex subunit 10
EOG092C5YRF;Cytochrome c oxidase copper chaperone
EOG092C5YSP;conserved fungal protein
EOG092C5YU3;Ribosomal protein S30
EOG092C5YWV;G-patch domain
EOG092C5YWZ;Transmembrane:Helical
EOG092C5YYY;Transmembrane:Helical
EOG092C5YZH;Transmembrane:Helical
EOG092C5YZW;Transmembrane:Helical
EOG092C5Z0C;Uncharacterised protein family SERF
EOG092C5Z1U;Uncharacterised protein family UPF0642
EOG092C5Z2K;Ribosomal protein S25
EOG092C5Z2L;Mediator complex, subunit Med21
EOG092C5Z39;Vacuolar ATPase assembly integral membrane protein Vma21
EOG092C5Z5E;pre-ribosomal protein Loc1 (predicted)
EOG092C5Z86;YEATS
EOG092C5Z8A;Transmembrane:Helical
EOG092C5ZCM;Protein of unknown function DUF2945
EOG092C5ZCN;sequence orphan
EOG092C5ZF0;Predicted coiled-coil protein (DUF2205)
EOG092C5ZHJ;Transmembrane:Helical
EOG092C5ZKN;sequence orphan
EOG092C5ZLD;Transmembrane:Helical
EOG092C5ZN0;SAP domain-containing new25
EOG092C5ZPQ;Transmembrane:Helical
EOG092C5ZPU;Similarity:Contains USP domain.
EOG092C5ZQ2;Protein of unknown function DUF1752, fungi
EOG092C5ZRZ;WW domain
EOG092C5ZSB;stress responsive orphan 1
EOG092C5ZWY;sequence orphan
EOG092C5ZZF;Transcripts altered in meiosis protein 11
EOG092C600K;DNA helicase
EOG092C600Z;meiosis inducing protein Mei3
EOG092C601H;M-factor
EOG092C602C;Transmembrane:Helical
EOG092C607C;Mitochondrial ATPase inhibitor
EOG092C608H;Meiotically up-regulated gene 15 protein
EOG092C608K;Oxoglutarate/iron-dependent dioxygenase
EOG092C60LK;Transmembrane:Helical
EOG092C61PR;Pyridoxal phosphate-dependent transferase
EOG092C628A;Transmembrane:Helical
EOG092C62GO;Transmembrane:Helical
EOG092C62GU;Transmembrane:Helical
EOG092C62TF;wtf element Wtf15
EOG092C64EC;Transmembrane:Helical
EOG092C655N;Inhibitor of growth protein, N-terminal histone-binding
EOG092C65PB;hypothetical protein
EOG092C67HX;Meiotically up-regulated gene 124 protein
EOG092C67O5;Protein kinase domain
EOG092C6BQI;sequence orphan
EOG092C6CDS;Transmembrane:Helical
EOG092C6CQ2;Transmembrane:Helical
EOG092C6DIS;sequence orphan
EOG092C6EF4;sequence orphan
EOG092C6F2N;Transmembrane:Helical
EOG092C6FGH;Histone chaperone domain CHZ
EOG092C6GN5;sequence orphan
EOG092C6H7G;GLEYA adhesin domain
EOG092C6HC1;sequence orphan
EOG092C6HRQ;sequence orphan
EOG092C6ILH;hypothetical protein
EOG092C6J11;sequence orphan
EOG092C6JVC;Meiotically up-regulated gene 128 protein
EOG092C6KCG;Transmembrane:Helical
EOG092C6L0A;sequence orphan
EOG092D005G;Midasin
EOG092D005H;AMP-binding, conserved site
EOG092D005M;Similarity:Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
EOG092D0072;Dynein heavy chain
EOG092D008Q;Similarity:Contains FATC domain.
EOG092D00FW;Similarity:Contains FATC domain.
EOG092D00GV;Vacuolar protein sorting-associated protein 13
EOG092D00LL;Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding
EOG092D00PM;Similarity:Contains FATC domain.
EOG092D00QF;Glutamate synthase domain
EOG092D00R3;Similarity:Contains ATP-grasp domain.
EOG092D00UB;Transmembrane:Helical
EOG092D00VT;DNA-directed DNA polymerase, family B
EOG092D00WV;Transmembrane:Helical
EOG092D00XB;Transmembrane:Helical
EOG092D011S;WD40 repeat
EOG092D0124;CCR4-NOT transcription complex subunit 1, HEAT repeat
EOG092D012O;AMP-dependent synthetase/ligase
EOG092D01AT;Fatty acid synthase
EOG092D01BB;Similarity:Contains PIPK domain.
EOG092D01IS;Similarity:Contains 1 histidine kinase domain.
EOG092D01IY;SNF2-related, N-terminal domain
EOG092D01J4;Armadillo-type fold
EOG092D01LJ;Myb domain
EOG092D01MX;Phospholipase D/Transphosphatidylase
EOG092D01PN;P-type ATPase
EOG092D01QP;Cell morphogenesis central region
EOG092D01VV;Transmembrane:Helical
EOG092D01WH;Nucleolar pre-ribosomal-associated protein 1, N-terminal
EOG092D01WX;Similarity:Contains PI3K/PI4K domain.
EOG092D01YA;Clathrin, heavy chain
EOG092D01YO;Similarity:Contains FH2 (formin homology 2) domain.
EOG092D01Z8;Active Site:Proton acceptor
EOG092D01ZK;Zinc finger, RING/FYVE/PHD-type
EOG092D01ZU;Zinc finger, RING/FYVE/PHD-type
EOG092D021I;Similarity:Belongs to the ABC transporter superfamily.
EOG092D0257;DNA-directed DNA polymerase, family B
EOG092D025L;Active Site:For beta-ketoacyl synthase activity
EOG092D02AG;Leucine-rich repeat
EOG092D02BW;Autophagy-related protein 2
EOG092D02CG;WD40 repeat
EOG092D02CM;DNA-directed RNA polymerase
EOG092D02DP;WD40 repeat
EOG092D02JB;Similarity:Contains SEC7 domain.
EOG092D02KN;Zinc finger, PHD-type
EOG092D02KS;DEAD/DEAH box helicase domain
EOG092D02MN;Proteasome stabiliser ECM29
EOG092D02SF;Telomere-associated protein  Rif1
EOG092D02TV;DNA-directed DNA polymerase, family B
EOG092D02YC;Sin3, C-terminal
EOG092D02Z4;AMP-binding, conserved site
EOG092D030B;Cyclic nucleotide-binding domain
EOG092D0316;Acyl transferase
EOG092D0320;WD40 repeat
EOG092D0343;DEAD/DEAH box helicase domain
EOG092D034L;SEPARIN core domain
EOG092D034R;Transmembrane:Helical
EOG092D03AT;P-type ATPase
EOG092D03CM;Similarity:Contains 1 BTB (POZ) domain.
EOG092D03HZ;S1 domain
EOG092D03IT;Similarity:Belongs to the ABC transporter superfamily.
EOG092D03JI;GIT, Spa2 homology (SHD) domain
EOG092D03LV;Armadillo-type fold
EOG092D03LZ;Chromo domain
EOG092D03MX;E3 ubiquitin-protein ligase substrate receptor Mms22
EOG092D03NE;Nucleoporin Nup188
EOG092D03O8;Nucleoprotein TPR/MLP1
EOG092D03PE;Tetratricopeptide-like helical domain
EOG092D03QM;Similarity:Contains myosin motor domain.
EOG092D03RC;UDP-glucose:Glycoprotein Glucosyltransferase
EOG092D03RY;Sister chromatid cohesion C-terminal domain
EOG092D03VP;Similarity:Belongs to the ABC transporter superfamily.
EOG092D03WW;P-type ATPase
EOG092D03XI;Armadillo-type fold
EOG092D03XP;Nitrite/sulphite reductase 4Fe-4S domain
EOG092D040S;Aminoacyl-tRNA synthetase, class II
EOG092D041E;Cleavage/polyadenylation specificity factor, A subunit, C-terminal
EOG092D041L;Transmembrane:Helical
EOG092D042R;P-loop containing nucleoside triphosphate hydrolase
EOG092D0431;Mon2, C-terminal
EOG092D0433;Nucleoporin Nup186/Nup192/Nup205
EOG092D0454;Anaphase-promoting complex subunit 1
EOG092D048B;PAP/25A-associated
EOG092D048Q;Dopey, N-terminal
EOG092D04CD;IKI3
EOG092D04CX;Pleckstrin homology domain
EOG092D04FZ;U3 small nucleolar RNA-associated protein 10
EOG092D04HM;EF-hand domain
EOG092D04JV;DNA-directed RNA polymerase
EOG092D04KS;P-loop containing nucleoside triphosphate hydrolase
EOG092D04RH;Similarity:Contains USP domain.
EOG092D04YC;Similarity:Contains 3 C2 domains.
EOG092D04ZP;DNA-directed RNA polymerase
EOG092D04ZS;DNA-directed RNA polymerase
EOG092D0522;SNF2-related, N-terminal domain
EOG092D0540;Similarity:Contains FATC domain.
EOG092D054H;Nucleoporin, Nup133/Nup155-like, N-terminal
EOG092D055W;Pleckstrin homology domain, Mcp5-type
EOG092D0564;THO complex, subunitTHOC2, N-terminal
EOG092D056B;Transmembrane:Helical
EOG092D058T;ATP-dependent RNA helicase Ski2
EOG092D0590;Rapamycin-insensitive companion of mTOR, domain 4
EOG092D059D;Mediator complex, subunit Med12
EOG092D05EF;Similarity:Contains SEC7 domain.
EOG092D05FV;5'-3' exoribonuclease 1
EOG092D05H4;P-type ATPase
EOG092D05JM;Transmembrane:Helical
EOG092D05LP;Structural maintenance of chromosomes protein
EOG092D05PP;Bromodomain
EOG092D05Q0;Armadillo-type fold
EOG092D05RI;PAN2 domain
EOG092D05RX;SNF2-related, N-terminal domain
EOG092D05UL;Similarity:Contains helicase ATP-binding domain.
EOG092D05X9;Transcription elongation factor Spt6
EOG092D05Z0;Transmembrane:Helical
EOG092D05ZE;Rap GTPase activating protein domain
EOG092D0628;B-block binding subunit of TFIIIC
EOG092D062R;Hydantoinase B/oxoprolinase
EOG092D0643;Similarity:Contains 8 KH domains.
EOG092D065A;Peptidase M1, membrane alanine aminopeptidase, N-terminal
EOG092D066D;Protein kinase domain
EOG092D068O;DNA topoisomerase, type IIA
EOG092D069S;Coatomer alpha subunit
EOG092D06B8;Similarity:Contains myosin motor domain.
EOG092D06BS;Tetratricopeptide repeat
EOG092D06C2;TRAPP II complex, Trs120
EOG092D06DZ;Condensin subunit 1
EOG092D06G5;Similarity:Contains 6 ANK repeats.
EOG092D06G6;DNA-directed RNA polymerase
EOG092D06GR;Ubiquitin carboxyl-terminal hydrolase
EOG092D06MN;Pyruvate carboxylase
EOG092D06QL;Sec7 domain
EOG092D06QZ;WD40-repeat-containing domain
EOG092D06TJ;Tetratricopeptide repeat
EOG092D06UX;Peptidase S8, subtilisin, Ser-active site
EOG092D06WH;Mitochondrial protein Pet127
EOG092D070E;Chromo domain
EOG092D071E;WD40 repeat
EOG092D071S;Clustered mitochondria protein
EOG092D074P;Transmembrane:Helical
EOG092D075S;Quinoprotein alcohol dehydrogenase-like superfamily
EOG092D076U;DNA-directed DNA polymerase, family A, palm domain
EOG092D079K;Nucleic acid-binding, OB-fold
EOG092D079O;Similarity:Contains SPX domain.
EOG092D07A0;Similarity:Belongs to the ABC transporter superfamily.
EOG092D07A1;Helicase Sen1, N-terminal
EOG092D07BL;Phosphoribosylformylglycinamidine synthase
EOG092D07D8;Similarity:Contains ARID domain.
EOG092D07DN;Similarity:Contains 1 histidine kinase domain.
EOG092D07EX;DNA-directed RNA polymerase
EOG092D07I4;Structural maintenance of chromosomes protein
EOG092D07JG;Similarity:Contains 1 SH3 domain.
EOG092D07JQ;Tuberin, N-terminal
EOG092D07LW;Armadillo-type fold
