id_Uniprot;id_NCBI;protein_recommended_name;id_pfam
LSP1G_DROME;38015;Larval serum protein 1 gamma chain;PF03723|PF00372|PF03722
LSP1_HUMAN;4046;Lymphocyte-specific protein 1;PF02029
LSP1_MOUSE;16985;Lymphocyte-specific protein 1;PF02029
LSP2_DROME;45326;Larval serum protein 2;PF03723|PF00372|PF03722
LSR_HUMAN;51599;Lipolysis-stimulated lipoprotein receptor;PF05624
LSR_MOUSE;54135;Lipolysis-stimulated lipoprotein receptor;PF05624
LST1_HUMAN;7940;Leukocyte-specific transcript 1 protein;PF05083
LST2_CAEEL;180712;Lateral signaling target protein 2;PF01363
LST2_DANRE;777615;Lateral signaling target protein 2 homolog;PF01363
LST2_DROME;43271;Lateral signaling target protein 2 homolog;PF01363
LST2_HUMAN;57732;Lateral signaling target protein 2 homolog;PF01363
LST2_MOUSE;231125;Lateral signaling target protein 2 homolog;PF01363
LST4_CAEEL;178361;Sorting nexin lst-4;PF10456|PF00787|PF14604
LST8_DANRE;792689;Target of rapamycin complex subunit lst8;PF00400
LST8_DROME;31903;Protein LST8 homolog;PF00400
LST8_HUMAN;64223;Target of rapamycin complex subunit LST8;PF00400
LST8_MOUSE;56716;Target of rapamycin complex subunit LST8;PF00400
LT4R1_HUMAN;1241;Leukotriene B4 receptor 1;PF00001
LT4R1_MOUSE;16995;Leukotriene B4 receptor 1;PF00001
LT4R2_HUMAN;56413;Leukotriene B4 receptor 2;PF00001
LT4R2_MOUSE;57260;Leukotriene B4 receptor 2;PF00001
LTBP1_HUMAN;4052;Latent-transforming growth factor beta-binding protein 1;PF12662|PF07645|PF00683
LTBP1_MOUSE;268977;Latent-transforming growth factor beta-binding protein 1;PF12662|PF07645|PF00683
LTBP2_HUMAN;4053;Latent-transforming growth factor beta-binding protein 2;PF00008|PF07645|PF00683
LTBP2_MOUSE;16997;Latent-transforming growth factor beta-binding protein 2;PF00008|PF07645|PF12661|PF00683
LTBP3_HUMAN;4054;Latent-transforming growth factor beta-binding protein 3;PF12662|PF07645|PF12661|PF00683
LTBP3_MOUSE;16998;Latent-transforming growth factor beta-binding protein 3;PF07645|PF00683
LTBP4_HUMAN;8425;Latent-transforming growth factor beta-binding protein 4;PF07645|PF00683
LTBP4_MOUSE;108075;Latent-transforming growth factor beta-binding protein 4;PF07645|PF00683
LTC4S_HUMAN;4056;Leukotriene C4 synthase;PF01124
LTC4S_MOUSE;17001;Leukotriene C4 synthase;PF01124
LTK_HUMAN;4058;Leukocyte tyrosine kinase receptor;PF07714
LTK_MOUSE;17005;Leukocyte tyrosine kinase receptor;PF07714
LTMD1_HUMAN;25875;LETM1 domain-containing protein 1;PF07766
LTMD1_MOUSE;68614;LETM1 domain-containing protein 1;PF07766
LTN1_CAEEL;171893;E3 ubiquitin-protein ligase listerin;PF13639
LTN1_HUMAN;26046;E3 ubiquitin-protein ligase listerin;PF13639
LTN1_MOUSE;78913;E3 ubiquitin-protein ligase listerin;PF13639
LTN1_SCHPO;2540629;E3 ubiquitin-protein ligase listerin;PF13639
LTOR1_HUMAN;55004;Ragulator complex protein LAMTOR1;PF15454
LTOR1_MOUSE;66508;Ragulator complex protein LAMTOR1;PF15454
LTOR2_CAEEL;179177;Ragulator complex protein LAMTOR2 homolog;PF03259
LTOR2_DROME;37122;Ragulator complex protein LAMTOR2 homolog;PF03259
LTOR2_HUMAN;28956;Ragulator complex protein LAMTOR2;PF03259
LTOR2_MOUSE;83409;Ragulator complex protein LAMTOR2;PF03259
LTOR3_DANRE;553597;Ragulator complex protein LAMTOR3;PF08923
LTOR3_DROME;35055;Ragulator complex protein LAMTOR3 homolog;PF08923
LTOR3_HUMAN;8649;Ragulator complex protein LAMTOR3;PF08923
LTOR3_MOUSE;56692;Ragulator complex protein LAMTOR3;PF08923
LTOR5_HUMAN;10542;Ragulator complex protein LAMTOR5;PF16672
LTOR5_MOUSE;68576;Ragulator complex protein LAMTOR5;PF16672
LTV1_CAEEL;172857;Protein LTV1 homolog;PF04180
LTV1_DROME;36146;Protein LTV1 homolog;PF04180
LTV1_HUMAN;84946;Protein LTV1 homolog;PF04180
LTV1_MOUSE;353258;Protein LTV1 homolog;PF04180
LTV1_SCHPO;2541634;Protein LTV1;PF04180
LUB1_SCHPO;2541208;Ubiquitin homeostasis protein lub1;PF09070|PF08324|PF00400
LUC7L_HUMAN;55692;Putative RNA-binding protein Luc7-like 1;PF03194
LUC7L_MOUSE;66978;Putative RNA-binding protein Luc7-like 1;PF03194
LUC7_SCHPO;2539055;U1 snRNP-associated protein usp106;PF03194
LUM_HUMAN;4060;Lumican;PF13516|PF13855|PF01462
LUM_MOUSE;17022;Lumican;PF13516|PF13855|PF01462
LX12B_HUMAN;242;Arachidonate 12-lipoxygenase, 12R-type;PF00305|PF01477
LX12B_MOUSE;11686;Arachidonate 12-lipoxygenase, 12R-type;PF00305|PF01477
LX12E_MOUSE;11685;Arachidonate 12-lipoxygenase, epidermal-type;PF00305|PF01477
LX15B_HUMAN;247;Arachidonate 15-lipoxygenase B;PF00305|PF01477
LXN_HUMAN;56925;Latexin;PF06907
LXN_MOUSE;17035;Latexin;PF06907
LY66E_MOUSE;70274;Lymphocyte antigen 6G6e;PF01064
LY66F_HUMAN;259215;Lymphocyte antigen 6 complex locus protein G6f;PF07686
LY6A_MOUSE;110454;Lymphocyte antigen 6A-2/6E-1;PF00021
LY6C1_MOUSE;17067;Lymphocyte antigen 6C1;PF00021
LY6C2_MOUSE;100041546;Lymphocyte antigen 6C2;PF00021
LY6D_HUMAN;8581;Lymphocyte antigen 6D;PF00021
LY6D_MOUSE;17068;Lymphocyte antigen 6D;PF00021
LY6E_HUMAN;4061;Lymphocyte antigen 6E;PF00021
LY6E_MOUSE;17069;Lymphocyte antigen 6E;PF00021
LY6F_MOUSE;17071;Lymphocyte antigen 6F;PF00021
LY6H_HUMAN;4062;Lymphocyte antigen 6H;PF00021
LY6H_MOUSE;23934;Lymphocyte antigen 6H;PF00021
LY6I_MOUSE;57248;Lymphocyte antigen 6I;PF00021
LY6K_MOUSE;76486;Lymphocyte antigen 6K;PF00021
LY6L_HUMAN;101928108;Lymphocyte antigen 6L;PF00021
LY6L_MOUSE;102637705;Lymphocyte antigen 6L;PF00021
LY75_HUMAN;100526664;Lymphocyte antigen 75;PF00040|PF00059
LY75_MOUSE;17076;Lymphocyte antigen 75;PF00040|PF00059
LY86_HUMAN;9450;Lymphocyte antigen 86;PF02221
LY86_MOUSE;17084;Lymphocyte antigen 86;PF02221
LY96_HUMAN;23643;Lymphocyte antigen 96;PF02221
LY96_MOUSE;17087;Lymphocyte antigen 96;PF02221
LY9_MOUSE;17085;T-lymphocyte surface antigen Ly-9;PF13895
LYAG_HUMAN;2548;Lysosomal alpha-glucosidase;PF13802|PF01055|PF16863|PF00088
LYAG_MOUSE;14387;Lysosomal alpha-glucosidase;PF13802|PF01055|PF16863|PF00088
LYAM1_HUMAN;6402;L-selectin;PF00059|PF00084
LYAM1_MOUSE;20343;L-selectin;PF00059|PF00084
LYAM2_HUMAN;6401;E-selectin;PF00008|PF00059|PF00084
LYAM2_MOUSE;20339;E-selectin;PF00008|PF00059|PF00084
LYAM3_HUMAN;6403;P-selectin;PF00059|PF00084
LYAM3_MOUSE;20344;P-selectin;PF00008|PF00059|PF00084
LYAR_HUMAN;55646;Cell growth-regulating nucleolar protein;PF08790
LYAR_MOUSE;17089;Cell growth-regulating nucleolar protein;PF08790
LYL1_HUMAN;4066;Protein lyl-1;PF00010
LYL1_MOUSE;17095;Protein lyl-1;PF00010
LYM5A_DANRE;553589;LYR motif-containing protein 5A;PF05347
LYM5B_DANRE;561760;LYR motif-containing protein 5B;PF05347
LYNX1_HUMAN;111188157;Ly-6/neurotoxin-like protein 1;PF00087
LYNX1_MOUSE;23936;Ly-6/neurotoxin-like protein 1;PF00087
LYN_HUMAN;4067;Tyrosine-protein kinase Lyn;PF07714|PF00017|PF00018
LYN_MOUSE;17096;Tyrosine-protein kinase Lyn;PF07714|PF00017|PF00018
LYOX_HUMAN;4015;Protein-lysine 6-oxidase;PF01186
LYOX_MOUSE;16948;Protein-lysine 6-oxidase;PF01186
LYPA1_HUMAN;10434;Acyl-protein thioesterase 1;PF02230
LYPA1_MOUSE;18777;Acyl-protein thioesterase 1;PF02230
LYPA2_HUMAN;11313;Acyl-protein thioesterase 2;PF02230
LYPA2_MOUSE;26394;Acyl-protein thioesterase 2;PF02230
LYPD2_HUMAN;137797;Ly6/PLAUR domain-containing protein 2;PF00087
LYPD2_MOUSE;68311;Ly6/PLAUR domain-containing protein 2;PF00021
LYPD3_HUMAN;27076;Ly6/PLAUR domain-containing protein 3;PF00021
LYPD3_MOUSE;72434;Ly6/PLAUR domain-containing protein 3;PF00021
LYPD4_HUMAN;147719;Ly6/PLAUR domain-containing protein 4;PF00021
LYPD4_MOUSE;232973;Ly6/PLAUR domain-containing protein 4;PF00021
LYPD5_HUMAN;284348;Ly6/PLAUR domain-containing protein 5;PF00021
LYPD5_MOUSE;76942;Ly6/PLAUR domain-containing protein 5;PF00021
LYPD8_HUMAN;646627;Ly6/PLAUR domain-containing protein 8;PF00021
LYPD8_MOUSE;70163;Ly6/PLAUR domain-containing protein 8;PF00021
LYPL1_HUMAN;127018;Lysophospholipase-like protein 1;PF02230
LYPL1_MOUSE;226791;Lysophospholipase-like protein 1;PF02230
LYRIC_HUMAN;92140;Protein LYRIC;PF15686
LYRIC_MOUSE;67154;Protein LYRIC;PF15686
LYRM1_DANRE;436779;LYR motif containing protein 1;PF05347
LYRM1_HUMAN;57149;LYR motif-containing protein 1;PF05347
LYRM1_MOUSE;73919;LYR motif-containing protein 1;PF05347
LYRM2_DANRE;569076;LYR motif-containing protein 2;PF05347
LYRM2_HUMAN;57226;LYR motif-containing protein 2;PF05347
LYRM2_MOUSE;108755;LYR motif-containing protein 2;PF05347
LYRM4_DANRE;100302660;LYR motif-containing protein 4;PF05347
LYRM4_HUMAN;57128;LYR motif-containing protein 4;PF05347
LYRM4_MOUSE;380840;LYR motif-containing protein 4;PF05347
LYRM7_DANRE;100002948;Complex III assembly factor LYRM7;PF05347
LYRM7_HUMAN;90624;Complex III assembly factor LYRM7;PF05347
LYRM7_MOUSE;75530;Complex III assembly factor LYRM7;PF05347
LYRM9_DANRE;563525;LYR motif-containing protein 9;PF05347
LYRM9_HUMAN;201229;LYR motif-containing protein 9;PF05347
LYRM9_MOUSE;66274;LYR motif-containing protein 9;PF05347
LYS0_ECOLX;2986730;Lysis protein;PF02402
LYS12_SCHPO;2542609;Homoisocitrate dehydrogenase;PF00180
LYS1_SCHPO;2541500;Saccharopine dehydrogenase [NAD(+), L-lysine-forming];PF05222
LYS2_SCHPO;2542079;L-2-aminoadipate reductase;PF00501|PF13193|PF00668|PF07993|PF00550
LYS4_SCHPO;2542867;Homoaconitase, mitochondrial;PF00330|PF00694
LYS5_CAEEL;186491;Lysozyme-like protein 5;PF01183
LYS5_SCHPO;2542118;L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;PF01648
LYS8_ECOLX;8094684;Lysis protein for colicin E8;PF02402
LYS9_ECOLX;7377408;Lysis protein for colicin E9;PF02402
LYS9_SCHPO;2540908;Saccharopine dehydrogenase [NADP(+), L-glutamate-forming];PF16653|PF03435
LYSB_DROME;38125;Lysozyme B;PF00062
LYSC_HUMAN;4069;Lysozyme C;PF00062
LYSD_DROME;38127;Lysozyme D;PF00062
LYSE_DROME;38128;Lysozyme E;PF00062
LYSM1_HUMAN;388695;LysM and putative peptidoglycan-binding domain-containing protein 1;PF01476
LYSM1_MOUSE;217779;LysM and putative peptidoglycan-binding domain-containing protein 1;PF01476
LYSM2_DANRE;445113;LysM and putative peptidoglycan-binding domain-containing protein 2;PF01476
LYSM2_HUMAN;256586;LysM and putative peptidoglycan-binding domain-containing protein 2;PF01476
LYSM2_MOUSE;70082;LysM and putative peptidoglycan-binding domain-containing protein 2;PF01476
LYSM3_DANRE;415194;LysM and putative peptidoglycan-binding domain-containing protein 3;PF01476
LYSM3_HUMAN;116068;LysM and putative peptidoglycan-binding domain-containing protein 3;PF01476
LYSM3_MOUSE;80289;LysM and putative peptidoglycan-binding domain-containing protein 3;PF01476
LYSP_DROME;38129;Lysozyme P;PF00062
LYSS_DROME;38130;Lysozyme S;PF00062
LYST_HUMAN;1130;Lysosomal-trafficking regulator;PF02138|PF14844|PF00400
LYST_MOUSE;17101;Lysosomal-trafficking regulator;PF02138|PF14844|PF00400
LYSX_DROME;38122;Lysozyme X;PF00062
LYVE1_HUMAN;10894;Lymphatic vessel endothelial hyaluronic acid receptor 1;PF00193
LYVE1_MOUSE;114332;Lymphatic vessel endothelial hyaluronic acid receptor 1;PF00193
LYZ1_MOUSE;17110;Lysozyme C-1;PF00062
LYZ2_MOUSE;17105;Lysozyme C-2;PF00062
LYZL1_HUMAN;84569;Lysozyme-like protein 1;PF00062
LYZL1_MOUSE;67328;Lysozyme-like protein 1;PF00062
LYZL2_HUMAN;119180;Lysozyme-like protein 2;PF00062
LYZL4_HUMAN;131375;Lysozyme-like protein 4;PF00062
LYZL4_MOUSE;69032;Lysozyme-like protein 4;PF00062
LYZL5_HUMAN;389852;Sperm acrosome-associated protein 5;PF00062
LYZL5_MOUSE;278203;Sperm acrosome-associated protein 5;PF00062
LYZL6_HUMAN;57151;Lysozyme-like protein 6;PF00062
LYZL6_MOUSE;69444;Lysozyme-like protein 6;PF00062
LZIC_DANRE;436871;Protein LZIC;PF06384
LZIC_HUMAN;84328;Protein LZIC;PF06384
LZIC_MOUSE;69151;Protein LZIC;PF06384
LZTL1_HUMAN;54585;Leucine zipper transcription factor-like protein 1;PF15294
LZTL1_MOUSE;93730;Leucine zipper transcription factor-like protein 1;PF15294
LZTR1_HUMAN;8216;Leucine-zipper-like transcriptional regulator 1;PF00651|PF01344|PF07646
LZTR1_MOUSE;66863;Leucine-zipper-like transcriptional regulator 1;PF00651|PF01344|PF07646
M17L2_DANRE;436840;Mpv17-like protein 2;PF04117
M17L2_HUMAN;84769;Mpv17-like protein 2;PF04117
M17L2_MOUSE;234384;Mpv17-like protein 2;PF04117
M18BP_HUMAN;55320;Mis18-binding protein 1;PF00249|PF09133
M18BP_MOUSE;217653;Mis18-binding protein 1;PF00249|PF09133
M1BL1_HUMAN;645745;Metallothionein 1H-like protein 1;PF00131
M1I1A_DANRE;30600;Mid1-interacting protein 1A;PF07084
M1I1B_DANRE;393805;Mid1-interacting protein 1-B;PF07084
M1I1L_DANRE;322977;Mid1-interacting protein 1-like;PF07084
M1IP1_HUMAN;58526;Mid1-interacting protein 1;PF07084
M1IP1_MOUSE;68041;Mid1-interacting protein 1;PF07084
M21D2_HUMAN;151963;Protein MB21D2;PF03281
M2GD_HUMAN;29958;Dimethylglycine dehydrogenase, mitochondrial;PF01266|PF16350|PF01571|PF08669
M2GD_MOUSE;74129;Dimethylglycine dehydrogenase, mitochondrial;PF01266|PF16350|PF01571|PF08669
M2OM_HUMAN;8402;Mitochondrial 2-oxoglutarate/malate carrier protein;PF00153
M2OM_MOUSE;67863;Mitochondrial 2-oxoglutarate/malate carrier protein;PF00153
M3K10_HUMAN;4294;Mitogen-activated protein kinase kinase kinase 10;PF07714|PF14604
M3K10_MOUSE;269881;Mitogen-activated protein kinase kinase kinase 10;PF07714|PF14604
M3K11_HUMAN;4296;Mitogen-activated protein kinase kinase kinase 11;PF07714|PF14604
M3K11_MOUSE;26403;Mitogen-activated protein kinase kinase kinase 11;PF07714|PF14604
M3K12_HUMAN;7786;Mitogen-activated protein kinase kinase kinase 12;PF07714
M3K12_MOUSE;26404;Mitogen-activated protein kinase kinase kinase 12;PF07714
M3K13_HUMAN;9175;Mitogen-activated protein kinase kinase kinase 13;PF07714
M3K13_MOUSE;71751;Mitogen-activated protein kinase kinase kinase 13;PF07714
M3K14_HUMAN;9020;Mitogen-activated protein kinase kinase kinase 14;PF00069
M3K14_MOUSE;53859;Mitogen-activated protein kinase kinase kinase 14;PF00069
M3K15_HUMAN;389840;Mitogen-activated protein kinase kinase kinase 15;PF13281|PF00069
M3K15_MOUSE;270672;Mitogen-activated protein kinase kinase kinase 15;PF13281|PF00069
M3K19_HUMAN;80122;Mitogen-activated protein kinase kinase kinase 19;PF00069
M3K19_MOUSE;22625;Mitogen-activated protein kinase kinase kinase 19;PF00069
M3K1_HUMAN;4214;Mitogen-activated protein kinase kinase kinase 1;PF00069
M3K20_HUMAN;51776;Mitogen-activated protein kinase kinase kinase 20;PF07714|PF00536
M3K20_MOUSE;65964;Mitogen-activated protein kinase kinase kinase 20;PF07714|PF00536
M3K21_HUMAN;84451;Mitogen-activated protein kinase kinase kinase 21;PF07714|PF14604
M3K21_MOUSE;234878;Mitogen-activated protein kinase kinase kinase 21;PF07714|PF14604
M3K2_HUMAN;10746;Mitogen-activated protein kinase kinase kinase 2;PF00564|PF00069
M3K3_HUMAN;4215;Mitogen-activated protein kinase kinase kinase 3;PF00564|PF00069
M3K3_MOUSE;26406;Mitogen-activated protein kinase kinase kinase 3;PF00564|PF00069
M3K4_HUMAN;4216;Mitogen-activated protein kinase kinase kinase 4;PF00069
M3K4_MOUSE;26407;Mitogen-activated protein kinase kinase kinase 4;PF00069
M3K5_HUMAN;4217;Mitogen-activated protein kinase kinase kinase 5;PF13281|PF00069
M3K5_MOUSE;26408;Mitogen-activated protein kinase kinase kinase 5;PF13281|PF00069
M3K6_HUMAN;9064;Mitogen-activated protein kinase kinase kinase 6;PF13281|PF00069
M3K7L_DROME;318725;Putative mitogen-activated protein kinase kinase kinase 7-like;PF00069
M3K7_DROME;39659;Mitogen-activated protein kinase kinase kinase 7;PF07714
M3K7_HUMAN;6885;Mitogen-activated protein kinase kinase kinase 7;PF07714
M3K7_MOUSE;26409;Mitogen-activated protein kinase kinase kinase 7;PF07714
M3K8_HUMAN;1326;Mitogen-activated protein kinase kinase kinase 8;PF00069
M3K8_MOUSE;26410;Mitogen-activated protein kinase kinase kinase 8;PF00069
M3K9_HUMAN;4293;Mitogen-activated protein kinase kinase kinase 9;PF00069|PF14604
M3K9_MOUSE;338372;Mitogen-activated protein kinase kinase kinase 9;PF00069|PF14604
M3KSL_DROME;44111;Mitogen-activated protein kinase kinase kinase;PF07714|PF00018
M4A10_HUMAN;341116;Membrane-spanning 4-domains subfamily A member 10;PF04103
M4A10_MOUSE;69826;Membrane-spanning 4-domains subfamily A member 10;PF04103
M4A12_HUMAN;54860;Membrane-spanning 4-domains subfamily A member 12;PF04103
M4A13_MOUSE;73466;Membrane-spanning 4-domains subfamily A member 13;PF04103
M4A14_HUMAN;84689;Membrane-spanning 4-domains subfamily A member 14;PF04103
M4A15_HUMAN;219995;Membrane-spanning 4-domains subfamily A member 15;PF04103
M4A15_MOUSE;545279;Membrane-spanning 4-domains subfamily A member 15;PF04103
M4A4A_HUMAN;51338;Membrane-spanning 4-domains subfamily A member 4A;PF04103
M4A4D_MOUSE;66607;Membrane-spanning 4-domains subfamily A member 4D;PF04103
M4A6A_HUMAN;64231;Membrane-spanning 4-domains subfamily A member 6A;PF04103
M4A6B_MOUSE;69774;Membrane-spanning 4-domains subfamily A member 6B;PF04103
M4A6C_MOUSE;73656;Membrane-spanning 4-domains subfamily A member 6C;PF04103
M4A6D_MOUSE;68774;Membrane-spanning 4-domains subfamily A member 6D;PF04103
M4A6E_HUMAN;245802;Membrane-spanning 4-domains subfamily A member 6E;PF04103
M4A8_HUMAN;83661;Membrane-spanning 4-domains subfamily A member 8;PF04103
M4A8_MOUSE;64381;Membrane-spanning 4-domains subfamily A member 8;PF04103
M4GDA_DANRE;393355;MIF4G domain-containing protein A;PF02854
M4GDB_DANRE;503596;MIF4G domain-containing protein B;PF02854
M4K1_HUMAN;11184;Mitogen-activated protein kinase kinase kinase kinase 1;PF00780|PF00069
M4K1_MOUSE;26411;Mitogen-activated protein kinase kinase kinase kinase 1;PF00780|PF00069
M4K2_HUMAN;5871;Mitogen-activated protein kinase kinase kinase kinase 2;PF00780|PF00069
M4K2_MOUSE;26412;Mitogen-activated protein kinase kinase kinase kinase 2;PF00780|PF00069
M4K3_HUMAN;8491;Mitogen-activated protein kinase kinase kinase kinase 3;PF00780|PF00069
M4K3_MOUSE;225028;Mitogen-activated protein kinase kinase kinase kinase 3;PF00780|PF00069
M4K4_HUMAN;9448;Mitogen-activated protein kinase kinase kinase kinase 4;PF00780|PF00069
M4K4_MOUSE;26921;Mitogen-activated protein kinase kinase kinase kinase 4;PF00780|PF00069
M4K5_HUMAN;11183;Mitogen-activated protein kinase kinase kinase kinase 5;PF00780|PF00069
M4K5_MOUSE;399510;Mitogen-activated protein kinase kinase kinase kinase 5;PF00780|PF00069
MA1A1_DROME;31957;Mannosyl-oligosaccharide alpha-1,2-mannosidase IA;PF01532
MA1A1_HUMAN;4121;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA;PF01532
MA1A1_MOUSE;17155;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA;PF01532
MA1A2_HUMAN;10905;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB;PF01532
MA1A2_MOUSE;17156;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB;PF01532
MA1B1_HUMAN;11253;Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase;PF01532
MA1B1_MOUSE;227619;Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase;PF01532
MA1C1_HUMAN;57134;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC;PF01532
MA2A1_HUMAN;4124;Alpha-mannosidase 2;PF09261|PF01074|PF07748
MA2A1_MOUSE;17158;Alpha-mannosidase 2;PF09261|PF01074|PF07748
MA2A2_HUMAN;4122;Alpha-mannosidase 2x;PF09261|PF01074|PF07748
MA2A2_MOUSE;140481;Alpha-mannosidase 2x;PF09261|PF01074|PF07748
MA2B1_HUMAN;4125;Lysosomal alpha-mannosidase;PF09261|PF01074|PF07748
MA2B1_MOUSE;17159;Lysosomal alpha-mannosidase;PF09261|PF01074|PF07748
MA2B2_HUMAN;23324;Epididymis-specific alpha-mannosidase;PF09261|PF01074|PF07748
MA2B2_MOUSE;17160;Epididymis-specific alpha-mannosidase;PF09261|PF01074|PF07748
MA2C1_HUMAN;4123;Alpha-mannosidase 2C1;PF09261|PF01074|PF07748
MA2C1_MOUSE;73744;Alpha-mannosidase 2C1;PF09261|PF01074|PF07748
MA7D1_HUMAN;55700;MAP7 domain-containing protein 1;PF05672
MA7D1_MOUSE;245877;MAP7 domain-containing protein 1;PF05672
MA7D2_HUMAN;256714;MAP7 domain-containing protein 2;PF05672
MA7D2_MOUSE;78283;MAP7 domain-containing protein 2;PF05672
MA7D3_HUMAN;79649;MAP7 domain-containing protein 3;PF05672
MAAI1_DROME;41132;Probable maleylacetoacetate isomerase 1;PF14497|PF13417
MAAI2_DROME;41133;Probable maleylacetoacetate isomerase 2;PF14497|PF13417
MAAI_CAEEL;183911;Probable maleylacetoacetate isomerase;PF14497|PF02798
MAAI_HUMAN;2954;Maleylacetoacetate isomerase;PF14497|PF13417
MAAI_MOUSE;14874;Maleylacetoacetate isomerase;PF14497|PF02798
MAB21_CAEEL;175607;Protein male abnormal 21;PF03281
MAB21_DROME;44127;Protein mab-21;PF03281
MAB3_CAEEL;174533;Protein male abnormal 3;PF00751
MAB5_CAEEL;176091;Homeobox protein mab-5;PF00046
MAB7_CAEEL;180440;Protein male abnormal 7;PF08768
MABP1_HUMAN;23005;Mitogen-activated protein kinase-binding protein 1;PF00400
MABP1_MOUSE;26390;Mitogen-activated protein kinase-binding protein 1;PF00400
