id_Uniprot;id_ENSEMBL;protein_recommended_name;id_pfam
MUC6_HUMAN;ENSG00000184956;Mucin-6;PF08742|PF01826|PF00094
MUCEN_HUMAN;ENSG00000164035;Endomucin;PF07010
MUL1_HUMAN;ENSG00000090432;Mitochondrial ubiquitin ligase activator of NFKB 1;PF12483
MUS81_HUMAN;ENSG00000172732;Crossover junction endonuclease MUS81;PF02732
MUSC_HUMAN;ENSG00000178860;Musculin;PF00010
MUSK_HUMAN;ENSG00000030304;Muscle, skeletal receptor tyrosine-protein kinase;PF01392|PF07679|PF07714
MUT7_HUMAN;ENSG00000187609;Exonuclease mut-7 homolog;PF01612|PF01927
MUTA_HUMAN;ENSG00000146085;Methylmalonyl-CoA mutase, mitochondrial;PF02310|PF01642
MUTYH_HUMAN;ENSG00000132781;Adenine DNA glycosylase;PF00633|PF00730|PF14815
MVD1_HUMAN;ENSG00000167508;Diphosphomevalonate decarboxylase;PF00288
MVP_HUMAN;ENSG00000013364;Major vault protein;PF11978|PF01505
MX1_HUMAN;ENSG00000157601;Interferon-induced GTP-binding protein Mx1;PF01031|PF00350|PF02212
MX2_HUMAN;ENSG00000183486;Interferon-induced GTP-binding protein Mx2;PF01031|PF00350|PF02212
MXI1_HUMAN;ENSG00000119950;Max-interacting protein 1;PF00010
MXRA5_HUMAN;ENSG00000101825;Matrix-remodeling-associated protein 5;PF07679|PF13855
MXRA8_HUMAN;ENSG00000162576;Matrix remodeling-associated protein 8;PF07686
MY18A_HUMAN;ENSG00000196535;Unconventional myosin-XVIIIa;PF00063|PF01576|PF00595
MY18B_HUMAN;ENSG00000133454;Unconventional myosin-XVIIIb;PF00063
MYADM_HUMAN;ENSG00000179820;Myeloid-associated differentiation marker;PF01284
MYBA_HUMAN;ENSG00000185697;Myb-related protein A {ECO:0000303|PubMed:7987850, ECO:0000303|PubMed:8058310};PF09316|PF07988|PF00249
MYBB_HUMAN;ENSG00000101057;Myb-related protein B;PF09316|PF00249
MYBPH_HUMAN;ENSG00000133055;Myosin-binding protein H;PF00041|PF07679
MYBPP_HUMAN;ENSG00000136449;MYCBP-associated protein;PF14646
MYB_HUMAN;ENSG00000118513;Transcriptional activator Myb;PF09316|PF07988|PF00249
MYCB2_HUMAN;ENSG00000005810;E3 ubiquitin-protein ligase MYCBP2;PF03256|PF08005|PF00415|PF08239|PF13639
MYCD_HUMAN;ENSG00000141052;Myocardin;PF02755|PF02037
MYCL_HUMAN;ENSG00000116990;Protein L-Myc;PF00010|PF01056
MYCN_HUMAN;ENSG00000134323;N-myc proto-oncogene protein;PF00010|PF01056
MYCPP_HUMAN;ENSG00000174485;C-myc promoter-binding protein;PF03455|PF02141|PF03456
MYCT1_HUMAN;ENSG00000120279;Myc target protein 1;PF15179
MYCT_HUMAN;ENSG00000151229;Proton myo-inositol cotransporter;PF00083
MYC_HUMAN;ENSG00000136997;Myc proto-oncogene protein;PF00010|PF02344|PF01056
MYD88_HUMAN;ENSG00000172936;Myeloid differentiation primary response protein MyD88;PF00531|PF01582
MYDGF_HUMAN;ENSG00000074842;Myeloid-derived growth factor {ECO:0000303|PubMed:25581518, ECO:0000312|HGNC:HGNC:16948};PF10572
MYEF2_HUMAN;ENSG00000104177;Myelin expression factor 2;PF00076
MYF5_HUMAN;ENSG00000111049;Myogenic factor 5;PF01586|PF00010|PF12232
MYF6_HUMAN;ENSG00000111046;Myogenic factor 6;PF01586|PF00010
MYG1_HUMAN;ENSG00000139637;UPF0160 protein MYG1, mitochondrial;PF03690
MYG_HUMAN;ENSG00000198125;Myoglobin;PF00042
MYH10_HUMAN;ENSG00000133026;Myosin-10;PF00612|PF00063|PF02736|PF01576
MYH11_HUMAN;ENSG00000133392;Myosin-11;PF00063|PF02736|PF01576
MYH13_HUMAN;ENSG00000006788;Myosin-13;PF00063|PF02736|PF01576
MYH14_HUMAN;ENSG00000105357;Myosin-14;PF00063|PF02736|PF01576
MYH15_HUMAN;ENSG00000144821;Myosin-15;PF00063|PF02736|PF01576
MYH1_HUMAN;ENSG00000109061;Myosin-1;PF00063|PF02736|PF01576
MYH2_HUMAN;ENSG00000125414;Myosin-2;PF00063|PF02736|PF01576
MYH3_HUMAN;ENSG00000109063;Myosin-3;PF00063|PF02736|PF01576
MYH4_HUMAN;ENSG00000264424;Myosin-4;PF00063|PF02736|PF01576
MYH6_HUMAN;ENSG00000197616;Myosin-6;PF00063|PF02736|PF01576
MYH7B_HUMAN;ENSG00000078814;Myosin-7B;PF00063|PF02736|PF01576
MYH7_HUMAN;ENSG00000092054;Myosin-7;PF00063|PF02736|PF01576
MYH8_HUMAN;ENSG00000133020;Myosin-8;PF00063|PF02736|PF01576
MYH9_HUMAN;ENSG00000100345;Myosin-9;PF00063|PF02736|PF01576
MYL10_HUMAN;ENSG00000106436;Myosin regulatory light chain 10;PF13405
MYL1_HUMAN;ENSG00000168530;Myosin light chain 1/3, skeletal muscle isoform;PF13405
MYL5_HUMAN;ENSG00000215375;Myosin light chain 5;PF13405
MYL6_HUMAN;ENSG00000092841;Myosin light polypeptide 6;PF13405
MYL9_HUMAN;ENSG00000101335;Myosin regulatory light polypeptide 9;PF13405|PF13833
MYLIP_HUMAN;ENSG00000007944;E3 ubiquitin-protein ligase MYLIP;PF09380|PF00373|PF09379
MYLK2_HUMAN;ENSG00000101306;Myosin light chain kinase 2, skeletal/cardiac muscle;PF00069
MYLK3_HUMAN;ENSG00000140795;Myosin light chain kinase 3;PF00069
MYLK4_HUMAN;ENSG00000145949;Myosin light chain kinase family member 4;PF00069
MYLK_HUMAN;ENSG00000065534;Myosin light chain kinase, smooth muscle;PF00041|PF07679|PF00069
MYMK_HUMAN;ENSG00000187616;Protein myomaker;PF12036
MYNN_HUMAN;ENSG00000085274;Myoneurin;PF00651
MYO10_HUMAN;ENSG00000145555;Unconventional myosin-X;PF00373|PF00612|PF16735|PF00063|PF00784|PF00169|PF00788
MYO15_HUMAN;ENSG00000091536;Unconventional myosin-XV;PF00373|PF00612|PF00063|PF00784|PF07653
MYO16_HUMAN;ENSG00000041515;Unconventional myosin-XVI;PF12796|PF00063
MYO19_HUMAN;ENSG00000278259;Unconventional myosin-XIX;PF00063
MYO1A_HUMAN;ENSG00000166866;Unconventional myosin-Ia;PF00612|PF00063|PF06017
MYO1B_HUMAN;ENSG00000128641;Unconventional myosin-Ib;PF00612|PF00063|PF06017
MYO1C_HUMAN;ENSG00000197879;Unconventional myosin-Ic;PF00612|PF00063|PF06017
MYO1D_HUMAN;ENSG00000176658;Unconventional myosin-Id;PF00612|PF00063|PF06017
MYO1E_HUMAN;ENSG00000157483;Unconventional myosin-Ie;PF00063|PF06017|PF00018
MYO1F_HUMAN;ENSG00000142347;Unconventional myosin-If;PF00063|PF06017|PF14604
MYO1G_HUMAN;ENSG00000136286;Unconventional myosin-Ig;PF00063|PF06017
MYO1H_HUMAN;ENSG00000174527;Unconventional myosin-Ih;PF00063|PF06017
MYO3A_HUMAN;ENSG00000095777;Myosin-IIIa;PF00612|PF00063|PF00069
MYO3B_HUMAN;ENSG00000071909;Myosin-IIIb;PF00612|PF00063|PF00069
MYO5A_HUMAN;ENSG00000197535;Unconventional myosin-Va;PF01843|PF00612|PF00063
MYO5B_HUMAN;ENSG00000167306;Unconventional myosin-Vb;PF01843|PF00612|PF00063
MYO5C_HUMAN;ENSG00000128833;Unconventional myosin-Vc;PF01843|PF00612|PF00063
MYO6_HUMAN;ENSG00000196586;Unconventional myosin-VI;PF16521|PF00063
MYO7A_HUMAN;ENSG00000137474;Unconventional myosin-VIIa;PF00373|PF00612|PF00063|PF00784
MYO7B_HUMAN;ENSG00000169994;Unconventional myosin-VIIb;PF00373|PF00612|PF00063|PF00784|PF07653
MYO9A_HUMAN;ENSG00000066933;Unconventional myosin-IXa;PF00612|PF00063|PF00788|PF00620
MYO9B_HUMAN;ENSG00000099331;Unconventional myosin-IXb;PF00612|PF00063|PF00788|PF00620
MYOC_HUMAN;ENSG00000034971;Myocilin;PF02191
MYOD1_HUMAN;ENSG00000129152;Myoblast determination protein 1;PF01586|PF00010|PF12232
MYOF_HUMAN;ENSG00000138119;Myoferlin;PF00168|PF08165|PF08150|PF08151|PF16165
MYOG_HUMAN;ENSG00000122180;Myogenin;PF01586|PF00010
MYOM1_HUMAN;ENSG00000101605;Myomesin-1;PF00041|PF07679
MYOM2_HUMAN;ENSG00000036448;Myomesin-2;PF00041|PF07679
MYOM3_HUMAN;ENSG00000142661;Myomesin-3;PF00041|PF07679|PF00047
MYOME_HUMAN;ENSG00000178104;Myomegalin;PF07989|PF06758
MYORG_HUMAN;ENSG00000164976;Myogenesis-regulating glycosidase;PF01055
MYOTI_HUMAN;ENSG00000120729;Myotilin;PF07679
MYOZ1_HUMAN;ENSG00000177791;Myozenin-1;PF05556
MYOZ2_HUMAN;ENSG00000172399;Myozenin-2;PF05556
MYOZ3_HUMAN;ENSG00000164591;Myozenin-3;PF05556
MYP0_HUMAN;ENSG00000158887;Myelin protein P0;PF10570|PF07686
MYP2_HUMAN;ENSG00000147588;Myelin P2 protein;PF00061
MYPC1_HUMAN;ENSG00000196091;Myosin-binding protein C, slow-type;PF00041|PF07679
MYPC2_HUMAN;ENSG00000086967;Myosin-binding protein C, fast-type;PF00041|PF07679
MYPC3_HUMAN;ENSG00000134571;Myosin-binding protein C, cardiac-type;PF00041|PF07679
MYPN_HUMAN;ENSG00000138347;Myopalladin;PF07679
MYPOP_HUMAN;ENSG00000176182;Myb-related transcription factor, partner of profilin;PF13873
MYPR_HUMAN;ENSG00000123560;Myelin proteolipid protein;PF01275
MYPT1_HUMAN;ENSG00000058272;Protein phosphatase 1 regulatory subunit 12A;PF12796|PF15898
MYPT2_HUMAN;ENSG00000077157;Protein phosphatase 1 regulatory subunit 12B;PF12796|PF15898
MYRF_HUMAN;ENSG00000124920;Myelin regulatory factor;PF13887|PF13888|PF05224|PF13884
MYRIP_HUMAN;ENSG00000170011;Rab effector MyRIP;PF04698
MYSM1_HUMAN;ENSG00000162601;Histone H2A deubiquitinase MYSM1;PF01398|PF00249|PF04433
MYT1L_HUMAN;ENSG00000186487;Myelin transcription factor 1-like protein;PF08474|PF01530
MYT1_HUMAN;ENSG00000196132;Myelin transcription factor 1;PF08474|PF01530
MZB1_HUMAN;ENSG00000170476;Marginal zone B- and B1-cell-specific protein;PF11938
MZF1_HUMAN;ENSG00000099326;Myeloid zinc finger 1;PF02023
MZT1_HUMAN;ENSG00000204899;Mitotic-spindle organizing protein 1;PF12554
MZT2A_HUMAN;ENSG00000173272;Mitotic-spindle organizing protein 2A;PF12926
MZT2B_HUMAN;ENSG00000152082;Mitotic-spindle organizing protein 2B;PF12926
N4BP1_HUMAN;ENSG00000102921;NEDD4-binding protein 1;PF11977
N4BP2_HUMAN;ENSG00000078177;NEDD4-binding protein 2;PF08590|PF01713
N62CL_HUMAN;ENSG00000198088;Nucleoporin-62 C-terminal-like protein;PF05064
NAA10_HUMAN;ENSG00000102030;N-alpha-acetyltransferase 10;PF00583
NAA11_HUMAN;ENSG00000156269;N-alpha-acetyltransferase 11;PF00583
NAA15_HUMAN;ENSG00000164134;N-alpha-acetyltransferase 15, NatA auxiliary subunit;PF12569|PF13181
NAA16_HUMAN;ENSG00000172766;N-alpha-acetyltransferase 16, NatA auxiliary subunit;PF12569|PF07719
NAA20_HUMAN;ENSG00000173418;N-alpha-acetyltransferase 20;PF00583
NAA25_HUMAN;ENSG00000111300;N-alpha-acetyltransferase 25, NatB auxiliary subunit;PF09797
NAA30_HUMAN;ENSG00000139977;N-alpha-acetyltransferase 30;PF00583
NAA35_HUMAN;ENSG00000135040;N-alpha-acetyltransferase 35, NatC auxiliary subunit;PF04112
NAA40_HUMAN;ENSG00000110583;N-alpha-acetyltransferase 40 {ECO:0000303|PubMed:19660095, ECO:0000312|HGNC:HGNC:25845};PF00583
NAA50_HUMAN;ENSG00000121579;N-alpha-acetyltransferase 50;PF00583
NAA60_HUMAN;ENSG00000122390;N-alpha-acetyltransferase 60 {ECO:0000303|PubMed:25732826, ECO:0000312|HGNC:HGNC:25875};PF00583
NAAA_HUMAN;ENSG00000138744;N-acylethanolamine-hydrolyzing acid amidase;PF02275|PF15508
NAB1_HUMAN;ENSG00000138386;NGFI-A-binding protein 1;PF04902|PF04904|PF04905
NAB2_HUMAN;ENSG00000166886;NGFI-A-binding protein 2;PF04904|PF04905
NAC1_HUMAN;ENSG00000183023;Sodium/calcium exchanger 1;PF03160|PF01699|PF16494
NAC2_HUMAN;ENSG00000118160;Sodium/calcium exchanger 2;PF03160|PF01699|PF16494
NAC3_HUMAN;ENSG00000100678;Sodium/calcium exchanger 3;PF03160|PF01699|PF16494
NACA2_HUMAN;ENSG00000253506;Nascent polypeptide-associated complex subunit alpha-2;PF01849
NACAD_HUMAN;ENSG00000136274;NAC-alpha domain-containing protein 1;PF01849
NACAM_HUMAN;ENSG00000196531;Nascent polypeptide-associated complex subunit alpha, muscle-specific form;PF01849
NACA_HUMAN;ENSG00000196531;Nascent polypeptide-associated complex subunit alpha;PF01849
NACC1_HUMAN;ENSG00000160877;Nucleus accumbens-associated protein 1;PF10523|PF00651
NACC2_HUMAN;ENSG00000148411;Nucleus accumbens-associated protein 2;PF10523|PF00651
NADAP_HUMAN;ENSG00000163798;Kanadaptin;PF00498
NADC_HUMAN;ENSG00000103485;Nicotinate-nucleotide pyrophosphorylase [carboxylating];PF01729|PF02749
NADE_HUMAN;ENSG00000172890;Glutamine-dependent NAD(+) synthetase;PF00795|PF02540
NADK_HUMAN;ENSG00000008130;NAD kinase;PF01513
NADL2_HUMAN;ENSG00000177694;Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2;PF04389
NAF1_HUMAN;ENSG00000145414;H/ACA ribonucleoprotein complex non-core subunit NAF1;PF04410
NAGAB_HUMAN;ENSG00000198951;Alpha-N-acetylgalactosaminidase;PF16499|PF17450
NAGA_HUMAN;ENSG00000162066;N-acetylglucosamine-6-phosphate deacetylase;PF01979
NAGK_HUMAN;ENSG00000124357;N-acetyl-D-glucosamine kinase;PF01869
NAGPA_HUMAN;ENSG00000103174;N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase;PF09992
NAGS_HUMAN;ENSG00000161653;N-acetylglutamate synthase, mitochondrial;PF04768
NAIF1_HUMAN;ENSG00000171169;Nuclear apoptosis-inducing factor 1;PF13873
NAKD2_HUMAN;ENSG00000152620;NAD kinase 2, mitochondrial;PF01513
NAL10_HUMAN;ENSG00000182261;NACHT, LRR and PYD domains-containing protein 10;PF02758
NAL11_HUMAN;ENSG00000179873;NACHT, LRR and PYD domains-containing protein 11;PF13516|PF02758
NAL12_HUMAN;ENSG00000142405;NACHT, LRR and PYD domains-containing protein 12;PF14484|PF13516|PF02758
NAL13_HUMAN;ENSG00000173572;NACHT, LRR and PYD domains-containing protein 13;PF13516|PF02758
NAL14_HUMAN;ENSG00000158077;NACHT, LRR and PYD domains-containing protein 14;PF13516|PF02758
NALCN_HUMAN;ENSG00000102452;Sodium leak channel non-selective protein;PF00520
NALD2_HUMAN;ENSG00000077616;N-acetylated-alpha-linked acidic dipeptidase 2;PF02225|PF04389|PF04253
NALDL_HUMAN;ENSG00000168060;N-acetylated-alpha-linked acidic dipeptidase-like protein;PF02225|PF04389|PF04253
NALP2_HUMAN;ENSG00000022556;NACHT, LRR and PYD domains-containing protein 2;PF13516|PF02758
NALP4_HUMAN;ENSG00000160505;NACHT, LRR and PYD domains-containing protein 4;PF13516|PF02758
NALP5_HUMAN;ENSG00000171487;NACHT, LRR and PYD domains-containing protein 5;PF13516|PF02758
NALP7_HUMAN;ENSG00000167634;NACHT, LRR and PYD domains-containing protein 7;PF02758
NALP8_HUMAN;ENSG00000179709;NACHT, LRR and PYD domains-containing protein 8;PF13516|PF02758
NAMPT_HUMAN;ENSG00000105835;Nicotinamide phosphoribosyltransferase;PF04095
NANGN_HUMAN;ENSG00000205857;NANOG neighbor homeobox;PF00046
NANO1_HUMAN;ENSG00000188613;Nanos homolog 1;PF05741
NANO2_HUMAN;ENSG00000188425;Nanos homolog 2;PF05741
NANO3_HUMAN;ENSG00000187556;Nanos homolog 3;PF05741
NANOG_HUMAN;ENSG00000111704;Homeobox protein NANOG;PF00046
NAPEP_HUMAN;ENSG00000161048;N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D;PF12706
NAPSA_HUMAN;ENSG00000131400;Napsin-A;PF00026
NAR1_HUMAN;ENSG00000129744;GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1;PF01129
NAR3_HUMAN;ENSG00000156219;Ecto-ADP-ribosyltransferase 3;PF01129
NAR4_HUMAN;ENSG00000111339;Ecto-ADP-ribosyltransferase 4;PF01129
NAR5_HUMAN;ENSG00000167311;Ecto-ADP-ribosyltransferase 5;PF01129
NARFL_HUMAN;ENSG00000103245;Cytosolic Fe-S cluster assembly factor NARFL;PF02906|PF02256
NARF_HUMAN;ENSG00000141562;Nuclear prelamin A recognition factor;PF02906|PF02256
NASP_HUMAN;ENSG00000132780;Nuclear autoantigenic sperm protein;PF10516|PF13181
NAT10_HUMAN;ENSG00000135372;RNA cytidine acetyltransferase {ECO:0000255|HAMAP-Rule:MF_03211, ECO:0000305};PF08351|PF13718|PF05127|PF13725
NAT14_HUMAN;ENSG00000090971;N-acetyltransferase 14;PF00583
NAT6_HUMAN;ENSG00000243477;N-acetyltransferase 6;PF00583
NAT8L_HUMAN;ENSG00000185818;N-acetylaspartate synthetase;PF00583
NAT8_HUMAN;ENSG00000144035;N-acetyltransferase 8;PF00583
NAT9_HUMAN;ENSG00000109065;N-acetyltransferase 9;PF13302
NATD1_HUMAN;ENSG00000274180;Protein NATD1;PF14542
NAV2_HUMAN;ENSG00000166833;Neuron navigator 2;PF00307
NAV3_HUMAN;ENSG00000067798;Neuron navigator 3;PF00004|PF00307
NB5R1_HUMAN;ENSG00000159348;NADH-cytochrome b5 reductase 1;PF00970|PF00175
NB5R2_HUMAN;ENSG00000166394;NADH-cytochrome b5 reductase 2;PF00970|PF00175
NB5R3_HUMAN;ENSG00000100243;NADH-cytochrome b5 reductase 3;PF00970|PF00175
NB5R4_HUMAN;ENSG00000065615;Cytochrome b5 reductase 4;PF04969|PF00173|PF00970|PF00175
NB5R5_HUMAN;ENSG00000215883;NADH-cytochrome b5 reductase-like;PF00970|PF00175|PF09791
NBAS_HUMAN;ENSG00000151779;Neuroblastoma-amplified sequence;PF15492|PF08314
NBEA_HUMAN;ENSG00000172915;Neurobeachin;PF02138|PF06469|PF15787|PF14844
NBEL1_HUMAN;ENSG00000144426;Neurobeachin-like protein 1;PF02138|PF15787|PF14844|PF00400
NBEL2_HUMAN;ENSG00000160796;Neurobeachin-like protein 2;PF02138|PF15787|PF14844|PF00400
NBL1_HUMAN;ENSG00000158747;Neuroblastoma suppressor of tumorigenicity 1;PF03045
NBN_HUMAN;ENSG00000104320;Nibrin;PF00498|PF08599|PF16508
NBPF3_HUMAN;ENSG00000142794;Neuroblastoma breakpoint family member 3;PF06758
NBPF4_HUMAN;ENSG00000196427;Neuroblastoma breakpoint family member 4;PF06758
NBPF6_HUMAN;ENSG00000186086;Neuroblastoma breakpoint family member 6;PF06758
NBPFB_HUMAN;ENSG00000263956;Neuroblastoma breakpoint family member 11;PF06758
NBPFF_HUMAN;ENSG00000266338;Neuroblastoma breakpoint family member 15;PF06758
NBPFJ_HUMAN;ENSG00000271383;Neuroblastoma breakpoint family member 19;PF06758
NBR1_HUMAN;ENSG00000188554;Next to BRCA1 gene 1 protein;PF16158|PF00564|PF00569
NC2A_HUMAN;ENSG00000175550;Dr1-associated corepressor;PF00808
NC2B_HUMAN;ENSG00000117505;Protein Dr1;PF00808
NCALD_HUMAN;ENSG00000104490;Neurocalcin-delta;PF13499|PF13833
NCAM1_HUMAN;ENSG00000149294;Neural cell adhesion molecule 1;PF00041|PF07679
NCAM2_HUMAN;ENSG00000154654;Neural cell adhesion molecule 2;PF00041|PF07679
NCAN_HUMAN;ENSG00000130287;Neurocan core protein;PF00008|PF00059|PF00084|PF07686|PF00193
NCB2L_HUMAN;ENSG00000170935;Nuclear cap-binding protein subunit 2-like;PF00076
NCBP1_HUMAN;ENSG00000136937;Nuclear cap-binding protein subunit 1;PF02854|PF09088|PF09090
NCBP2_HUMAN;ENSG00000114503;Nuclear cap-binding protein subunit 2;PF00076
NCBP3_HUMAN;ENSG00000074356;Nuclear cap-binding protein subunit 3;PF10309
NCDN_HUMAN;ENSG00000020129;Neurochondrin;PF05536
NCEH1_HUMAN;ENSG00000144959;Neutral cholesterol ester hydrolase 1;PF07859
NCF1_HUMAN;ENSG00000158517;Neutrophil cytosol factor 1;PF16621|PF08944|PF00787|PF00018
NCF2_HUMAN;ENSG00000116701;Neutrophil cytosol factor 2;PF00564|PF00018|PF13181
NCF4_HUMAN;ENSG00000100365;Neutrophil cytosol factor 4;PF00564|PF00787|PF00018
NCHL1_HUMAN;ENSG00000134121;Neural cell adhesion molecule L1-like protein;PF13882|PF00041|PF07679|PF00047
NCK1_HUMAN;ENSG00000158092;Cytoplasmic protein NCK1;PF00017|PF00018|PF14604
NCK2_HUMAN;ENSG00000071051;Cytoplasmic protein NCK2;PF00017|PF00018|PF14604
NCK5L_HUMAN;ENSG00000167566;Nck-associated protein 5-like;PF15246
NCKP1_HUMAN;ENSG00000061676;Nck-associated protein 1;PF09735
NCKP5_HUMAN;ENSG00000176771;Nck-associated protein 5;PF15246
NCKPL_HUMAN;ENSG00000123338;Nck-associated protein 1-like;PF09735
NCKX1_HUMAN;ENSG00000074621;Sodium/potassium/calcium exchanger 1;PF01699
NCKX2_HUMAN;ENSG00000155886;Sodium/potassium/calcium exchanger 2;PF01699
NCKX3_HUMAN;ENSG00000185052;Sodium/potassium/calcium exchanger 3;PF01699
NCKX4_HUMAN;ENSG00000140090;Sodium/potassium/calcium exchanger 4;PF01699
NCKX5_HUMAN;ENSG00000188467;Sodium/potassium/calcium exchanger 5;PF01699
NCLN_HUMAN;ENSG00000125912;Nicalin;PF04389
NCLX_HUMAN;ENSG00000089060;Mitochondrial sodium/calcium exchanger protein;PF01699
NCOA1_HUMAN;ENSG00000084676;Nuclear receptor coactivator 1;PF07469|PF00010|PF08815|PF00989|PF08832
NCOA2_HUMAN;ENSG00000140396;Nuclear receptor coactivator 2;PF07469|PF16279|PF08815|PF00989|PF08832
NCOA3_HUMAN;ENSG00000124151;Nuclear receptor coactivator 3;PF07469|PF16279|PF08815|PF00989|PF08832
NCOA4_HUMAN;ENSG00000266412;Nuclear receptor coactivator 4;PF12489
NCOA6_HUMAN;ENSG00000198646;Nuclear receptor coactivator 6;PF13820
NCOA7_HUMAN;ENSG00000111912;Nuclear receptor coactivator 7;PF01476|PF07534
NCOR1_HUMAN;ENSG00000141027;Nuclear receptor corepressor 1;PF15784|PF00249
NCOR2_HUMAN;ENSG00000196498;Nuclear receptor corepressor 2;PF15784|PF00249
NCPR_HUMAN;ENSG00000127948;NADPH--cytochrome P450 reductase;PF00667|PF00258|PF00175
NCS1_HUMAN;ENSG00000107130;Neuronal calcium sensor 1;PF00036|PF13499
NCTR2_HUMAN;ENSG00000096264;Natural cytotoxicity triggering receptor 2;PF07686
NCTR3_HUMAN;ENSG00000204475;Natural cytotoxicity triggering receptor 3;PF07686
NDC1_HUMAN;ENSG00000058804;Nucleoporin NDC1;PF09531
NDC80_HUMAN;ENSG00000080986;Kinetochore protein NDC80 homolog;PF03801
NDE1_HUMAN;ENSG00000072864;Nuclear distribution protein nudE homolog 1;PF04880
NDEL1_HUMAN;ENSG00000166579;Nuclear distribution protein nudE-like 1;PF04880
NDF1_HUMAN;ENSG00000162992;Neurogenic differentiation factor 1;PF00010|PF12533
NDF2_HUMAN;ENSG00000171532;Neurogenic differentiation factor 2;PF00010|PF12533
NDF4_HUMAN;ENSG00000123307;Neurogenic differentiation factor 4;PF00010|PF12533
NDF6_HUMAN;ENSG00000164600;Neurogenic differentiation factor 6;PF00010|PF12533
NDK3_HUMAN;ENSG00000103024;Nucleoside diphosphate kinase 3;PF00334
NDK5_HUMAN;ENSG00000112981;Nucleoside diphosphate kinase homolog 5;PF05186|PF00334
NDK6_HUMAN;ENSG00000172113;Nucleoside diphosphate kinase 6;PF00334
NDK7_HUMAN;ENSG00000143156;Nucleoside diphosphate kinase 7;PF06565|PF00334
NDKA_HUMAN;ENSG00000239672;Nucleoside diphosphate kinase A;PF00334
NDKB_HUMAN;ENSG00000243678;Nucleoside diphosphate kinase B;PF00334
NDKM_HUMAN;ENSG00000103202;Nucleoside diphosphate kinase, mitochondrial;PF00334
NDNF_HUMAN;ENSG00000173376;Protein NDNF;PF10179
NDOR1_HUMAN;ENSG00000188566;NADPH-dependent diflavin oxidoreductase 1;PF00667|PF00258|PF00175
NDP_HUMAN;ENSG00000124479;Norrin;PF00007
NDRG1_HUMAN;ENSG00000104419;Protein NDRG1;PF03096
NDRG2_HUMAN;ENSG00000165795;Protein NDRG2;PF03096
NDRG3_HUMAN;ENSG00000101079;Protein NDRG3;PF03096
NDRG4_HUMAN;ENSG00000103034;Protein NDRG4;PF03096
NDST1_HUMAN;ENSG00000070614;Heparan sulfate N-sulfotransferase 1;PF12062|PF00685
NDST2_HUMAN;ENSG00000166507;Heparan sulfate N-sulfotransferase 2;PF12062|PF00685
NDST3_HUMAN;ENSG00000164100;Heparan sulfate N-sulfotransferase 3;PF12062|PF00685
NDST4_HUMAN;ENSG00000138653;Heparan sulfate N-sulfotransferase 4;PF12062|PF00685
NDUA1_HUMAN;ENSG00000125356;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1;PF15879
NDUA2_HUMAN;ENSG00000131495;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2;PF05047
NDUA3_HUMAN;ENSG00000170906;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3;PF14987
NDUA4_HUMAN;ENSG00000189043;Cytochrome c oxidase subunit NDUFA4;PF06522
NDUA5_HUMAN;ENSG00000128609;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5;PF04716
NDUA6_HUMAN;ENSG00000184983;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6;PF05347
NDUA7_HUMAN;ENSG00000267855;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7;PF07347
NDUA8_HUMAN;ENSG00000119421;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8;PF06747
